"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five","stale.mate"
"8270",2,-582,0.01,3,18,415,0,1,0,0,0,1
"8271",3,10128,0.77,5,476,0,1,15,9,2,5,1
"8272",4,-812,0.93,1,13,0,1,0,7,0,0,1
"8273",5,-947,0.5,4,27,1755,0,1,6,0,3,1
"8274",6,-761,0.61,2,13,0,0,0,8,1,1,1
"8275",1,248,0.92,1,14,-42,0,0,5,1,1,1
"8276",2,91,0.46,4,219,1160,1,7,13,3,0,1
"8277",3,240,0.86,3,49,1588,0,1,12,1,2,1
"8278",4,264,0.34,2,24,3593,1,1,19,3,5,1
"8279",5,26125,0.4,0,492,1126,0,13,7,5,0,1
"8280",6,12090,0.49,5,503,0,1,15,10,4,1,1
"8281",1,18042,0.64,0,157,0,0,6,5,6,4,0
"8282",2,-415,0.18,4,78,1780,0,2,7,2,3,0
"8283",3,-417,0.42,5,170,1562,1,3,16,2,0,0
"8284",4,-299,0.22,3,47,1889,0,1,9,1,3,0
"8285",5,-214,0.04,2,33,1640,0,2,0,0,0,0
"8286",6,-142,0.75,1,28,2072,1,0,7,1,0,0
"8287",1,-923,0.23,3,191,1667,0,2,13,4,0,1
"8288",2,7141,0.45,5,493,3880,1,17,13,4,2,1
"8289",3,-2358,0.87,2,21,1697,1,1,9,1,2,1
"8290",4,31792,0.68,0,496,1446,1,11,7,2,3,1
"8291",5,-1111,0.35,1,7,0,0,0,8,2,4,1
"8292",6,2348,0.97,4,501,0,0,16,10,3,2,1
"8293",1,-488,0.87,4,34,1272,1,1,7,0,0,0
"8294",2,-180,0.88,2,20,1304,0,0,8,2,4,0
"8295",3,-980,0.1,3,26,1202,0,2,4,1,2,0
"8296",4,1009,0.85,0,44,3899,1,2,5,3,3,0
"8297",5,-1704,0.18,5,39,1188,0,1,7,2,0,0
"8298",6,-390,0.78,1,8,0,0,0,8,1,1,0
"8299",1,17558,0.72,5,501,2105,1,13,6,3,0,1
"8300",2,29602,0.31,0,489,1290,1,12,7,2,3,1
"8301",3,13025,0.71,4,490,1361,1,14,1,3,4,1
"8302",4,1465,0.61,3,489,1825,1,13,8,3,2,1
"8303",5,-2154,0.64,2,248,0,0,13,10,2,0,1
"8304",6,-3768,0.45,1,14,-118,0,0,7,2,1,1
"8305",1,222,0.75,0,48,3310,1,2,11,5,4,0
"8306",2,31,0.58,2,13,0,0,0,9,1,1,0
"8307",3,-122,0.55,1,5,0,0,0,5,0,5,0
"8308",4,-36,0.89,3,37,1575,0,2,8,0,0,0
"8309",5,-192,0.12,5,50,1186,0,2,3,0,0,0
"8310",6,-323,0.23,4,41,2060,0,3,7,0,3,0
"8311",1,-199,0.07,4,30,0,0,0,1,0,0,0
"8312",2,1012,1,0,38,5960,1,1,6,4,3,0
"8313",3,-1059,0.43,3,28,2082,1,3,13,0,4,0
"8314",4,-145,0.12,2,19,771,0,1,3,1,0,0
"8315",5,-93,0.51,1,8,0,0,0,5,1,2,0
"8316",6,-1077,0.05,5,38,1743,0,0,1,0,0,0
"8317",1,-584,0.92,3,23,0,0,0,11,1,3,0
"8318",2,-201,0.74,2,10,0,0,1,3,1,0,0
"8319",3,-181,0.12,4,33,2160,0,1,7,2,1,0
"8320",4,450,0.66,0,72,3428,1,2,20,3,2,0
"8321",5,-1066,0.53,5,75,2581,1,6,24,4,2,0
"8322",6,-57,0.71,1,11,0,0,0,7,1,4,0
"8323",1,-393,0.32,5,79,2367,0,2,26,5,2,0
"8324",2,-252,0.89,4,57,2718,1,0,21,2,0,0
"8325",3,20,0.56,1,15,-120,0,0,9,0,3,0
"8326",4,-186,0.17,2,20,1330,0,0,3,1,0,0
"8327",5,-769,0.72,3,41,2168,0,0,11,1,2,0
"8328",6,3749,0.61,0,80,2125,1,0,9,3,1,0
"8329",1,-2059,0.87,4,42,2065,1,2,14,2,0,0
"8330",2,-585,0.9,1,15,0,0,0,14,1,2,0
"8331",3,2505,0.79,0,47,2827,1,1,13,3,3,0
"8332",4,77,0.39,2,27,944,0,0,7,0,0,0
"8333",5,-58,0.16,3,36,1907,0,2,5,1,1,0
"8334",6,-2206,0.55,6,50,2559,0,4,22,5,0,0
"8335",1,-25,0.52,3,36,3098,0,5,7,1,2,0
"8336",2,-204,0.08,5,43,0,0,3,3,0,0,0
"8337",3,975,0.82,0,49,2909,1,1,4,4,4,0
"8338",4,-107,0.02,2,23,0,0,0,0,0,0,0
"8339",5,-824,0.68,1,7,0,0,0,8,0,4,0
"8340",6,-302,0.93,4,45,1921,0,7,6,1,0,0
"8341",1,4887,0.45,5,502,0,1,10,10,3,2,1
"8342",2,-1828,0.41,1,42,1395,0,0,3,0,0,1
"8343",3,42828,0.32,0,498,2546,0,12,7,5,5,1
"8344",4,-1810,0.51,2,70,1682,0,2,8,2,2,1
"8345",5,-1865,0.18,3,68,1177,0,2,4,1,3,1
"8346",6,-1134,0.86,4,369,1833,0,10,17,3,3,1
"8347",1,-299,0.53,5,103,3114,1,3,19,1,3,0
"8348",2,8129,0.44,0,96,4360,1,3,2,7,0,0
"8349",3,-67,0,2,33,1175,0,1,0,0,0,0
"8350",4,-57,0.01,4,36,0,0,0,0,0,0,0
"8351",5,-596,0.08,3,36,460,0,0,0,0,0,0
"8352",6,-107,0.73,1,14,-157,0,0,8,1,0,0
"8353",1,33341,0.18,0,501,0,1,16,10,5,0,1
"8354",2,-183,0.92,3,60,1938,0,3,16,2,4,1
"8355",3,-44,0.61,4,363,2028,1,8,14,3,1,1
"8356",4,4334,0.36,5,483,0,0,12,5,3,1,1
"8357",5,-66,0.15,2,46,1172,0,1,3,1,2,1
"8358",6,-166,0.87,1,11,0,1,0,6,0,2,1
"8359",1,-697,0.4,3,26,131,1,0,10,0,0,0
"8360",2,-400,0.18,2,17,0,0,1,6,1,3,0
"8361",3,-62,0.78,5,29,0,0,0,8,2,3,0
"8362",4,-641,0.29,1,10,0,0,0,5,0,5,0
"8363",5,-195,0.62,4,27,0,0,2,11,1,3,0
"8364",6,3750,0.51,0,28,0,1,2,8,0,0,0
"8365",1,-294,0.36,2,34,1622,0,4,16,1,0,0
"8366",2,-203,0.04,5,61,1690,0,3,0,0,0,0
"8367",3,-520,0.34,3,49,2653,0,1,8,1,1,0
"8368",4,3132,0.47,0,55,3262,1,3,9,5,2,0
"8369",5,-89,0.32,1,24,694,0,1,5,1,0,0
"8370",6,-598,0.82,4,54,210,1,3,17,0,4,0
"8371",1,-1024,0.35,5,51,0,1,1,14,1,1,0
"8372",2,-381,0.59,1,6,0,0,0,6,0,2,0
"8373",3,-10,1,4,37,0,0,2,10,2,1,0
"8374",4,-399,0.64,2,21,0,0,1,4,0,0,0
"8375",5,4062,0.99,0,48,4251,1,1,15,2,2,0
"8376",6,-1531,0.87,3,33,1941,0,1,19,1,4,0
"8377",1,7131,0.7,5,501,3715,1,22,15,5,0,1
"8378",2,-918,0.37,2,19,1208,0,0,9,1,1,1
"8379",3,-218,0.26,3,52,697,0,0,5,2,2,1
"8380",4,-193,0.88,4,71,2921,0,7,20,4,0,1
"8381",5,-294,0.79,1,6,0,0,0,5,0,3,1
"8382",6,18173,0.19,0,485,1620,0,18,10,3,0,1
"8383",1,-172,0.35,3,494,2194,1,8,20,4,3,1
"8384",2,-1952,0.91,1,29,0,0,4,7,2,4,1
"8385",3,12915,0.53,5,501,1573,0,17,3,2,0,1
"8386",4,44259,0.7,0,494,3078,1,12,6,4,0,1
"8387",5,-1971,0.86,2,38,974,1,0,8,1,4,1
"8388",6,5312,0.19,4,500,1253,1,12,6,2,2,1
"8389",1,3487,0.47,4,501,2266,1,17,8,2,1,1
"8390",2,3754,0.3,3,490,2681,1,11,14,3,3,1
"8391",3,-61,0.08,2,146,2704,0,10,4,0,0,1
"8392",4,24146,0.17,5,487,1642,0,14,2,2,2,1
"8393",5,-500,0.7,1,8,0,0,0,6,1,2,1
"8394",6,35982,0.85,0,501,1200,0,11,9,4,0,1
"8395",1,-85,0.86,2,32,0,0,0,6,1,3,0
"8396",2,10808,0.8,0,114,2845,1,2,10,5,0,0
"8397",3,-62,0.76,5,109,0,1,1,20,3,1,0
"8398",4,-312,0.16,3,44,2117,0,0,8,2,0,0
"8399",5,-668,0.84,1,6,0,1,0,7,1,5,0
"8400",6,-199,0.03,4,62,1613,0,0,0,0,0,0
"8401",1,-865,0.83,4,63,4405,1,0,24,3,2,0
"8402",2,-108,0.88,5,96,0,1,1,25,2,3,0
"8403",3,86,0.59,1,7,0,0,0,4,0,2,0
"8404",4,87,0.31,3,17,1395,0,1,8,0,4,0
"8405",5,-814,0.18,2,13,0,1,0,5,2,0,0
"8406",6,2392,0.09,0,95,2530,0,5,6,3,0,0
"8407",1,-46,0.47,4,27,226,0,0,10,0,0,0
"8408",2,-1197,0.76,1,15,1013,0,0,9,1,2,0
"8409",3,-53,0.74,5,44,3579,1,1,23,3,1,0
"8410",4,1543,0.86,0,45,3544,0,5,8,1,1,0
"8411",5,-1166,0.37,2,15,664,0,1,3,0,0,0
"8412",6,-1623,0.4,3,16,479,0,1,7,0,4,0
"8413",1,-368,0.4,4,67,934,0,1,9,1,2,0
"8414",2,-767,0.9,5,111,3180,1,4,25,5,3,0
"8415",3,-71,0.51,3,50,1099,0,2,6,1,2,0
"8416",4,-618,0.27,1,31,2129,0,0,9,0,3,0
"8417",5,-1816,0.37,2,33,1160,1,0,16,3,4,0
"8418",6,5430,0.7,0,98,0,1,5,11,2,1,0
"8419",1,-85,0.69,2,28,0,0,1,7,1,0,0
"8420",2,-245,0.7,4,27,870,0,2,4,1,3,0
"8421",3,-72,0.28,1,8,0,0,0,10,2,4,0
"8422",4,-1433,0.06,5,33,1776,0,1,0,0,0,0
"8423",5,-62,0.2,3,26,2646,0,0,7,0,2,0
"8424",6,3120,0.8,0,44,3201,1,2,2,3,4,0
"8425",1,-241,0.77,5,85,0,0,7,18,2,0,0
"8426",2,5695,0.29,0,87,3081,1,2,7,6,2,0
"8427",3,-7,0.89,1,21,881,0,2,6,0,0,0
"8428",4,-372,0.16,4,66,1576,0,0,9,1,1,0
"8429",5,10,0.81,2,22,990,0,1,7,2,0,0
"8430",6,-146,0.59,3,22,994,0,0,8,1,0,0
"8431",1,-759,0.49,4,25,669,0,1,9,0,2,0
"8432",2,-287,0.82,1,10,0,0,0,9,0,0,0
"8433",3,-56,0.73,5,25,1886,0,4,9,1,2,0
"8434",4,3291,0.3,0,30,4993,1,2,1,2,0,0
"8435",5,-646,0.52,2,17,1114,0,0,7,1,1,0
"8436",6,-3,0.11,3,15,47,0,0,2,0,0,0
"8437",1,2247,0.57,5,501,1456,1,15,6,4,0,1
"8438",2,-1145,0.44,4,229,2743,1,6,24,5,1,1
"8439",3,37412,0.98,0,495,0,1,11,9,4,3,1
"8440",4,-1905,0.41,2,80,1603,0,0,7,1,1,1
"8441",5,-1889,0.18,3,90,1874,0,3,7,1,2,1
"8442",6,-2102,0.73,1,53,0,0,1,8,2,0,1
"8443",1,-352,0.1,3,51,826,0,2,3,1,0,1
"8444",2,24725,0.18,0,501,1843,1,22,10,7,2,1
"8445",3,1890,0.21,5,492,4223,1,34,27,6,0,1
"8446",4,-498,0.35,1,8,0,1,0,8,2,0,1
"8447",5,145,0.89,2,23,1509,0,1,10,1,0,1
"8448",6,-86,0.01,4,97,1551,0,3,0,0,0,1
"8449",1,11544,1,0,188,3818,1,5,10,5,3,0
"8450",2,-133,0.93,2,24,866,0,0,11,2,4,0
"8451",3,-859,0.27,2,23,819,0,0,11,1,0,0
"8452",4,-360,0.67,4,44,1682,0,3,15,1,0,0
"8453",5,-224,0.89,3,26,1033,1,1,8,1,2,0
"8454",6,-311,0.29,5,181,2016,1,6,25,4,0,0
"8455",1,-423,0,5,54,0,0,3,0,0,0,0
"8456",2,4926,0.85,0,54,3596,1,3,5,3,3,0
"8457",3,-443,0.59,4,42,1976,0,0,12,1,2,0
"8458",4,-73,0.66,2,21,518,0,3,9,0,2,0
"8459",5,-260,0.46,3,34,2517,0,0,7,1,0,0
"8460",6,-382,0.77,1,19,247,0,0,11,0,0,0
"8461",1,19816,0.2,0,501,2072,1,7,9,4,0,1
"8462",2,-618,0.24,2,23,0,0,0,6,1,4,1
"8463",3,-975,0.35,3,22,974,0,1,8,1,5,1
"8464",4,10885,0.43,5,467,2676,0,22,7,4,1,1
"8465",5,-648,0.96,4,176,0,1,3,16,6,2,1
"8466",6,-787,0.69,1,24,0,0,2,4,1,4,1
"8467",1,-5,0.61,5,188,0,1,4,26,4,2,0
"8468",2,-63,0.36,1,18,0,0,3,5,0,3,0
"8469",3,-74,0.68,3,24,2757,0,0,13,1,0,0
"8470",4,10221,0.83,0,190,0,0,6,22,4,0,0
"8471",5,-56,0.99,2,19,69,1,0,5,1,1,0
"8472",6,-58,0.72,4,29,745,0,0,4,1,1,0
"8473",1,-16,0.3,5,50,2128,1,2,16,2,1,0
"8474",2,-64,0.11,2,20,1034,0,1,4,1,1,0
"8475",3,842,0.77,0,53,3548,0,1,11,1,3,0
"8476",4,-504,0.32,3,31,0,0,0,9,1,0,0
"8477",5,-66,0.51,1,5,0,0,0,5,1,5,0
"8478",6,-972,0.83,4,28,1475,0,1,7,0,1,0
"8479",1,-123,0.49,4,35,2847,1,0,10,2,3,1
"8480",2,15955,0.42,0,501,2475,1,19,11,3,2,1
"8481",3,13542,0.35,5,491,1205,0,18,7,5,0,1
"8482",4,-75,0.92,1,21,475,0,0,5,0,4,1
"8483",5,-1189,0.68,3,27,894,0,3,12,1,3,1
"8484",6,-88,0.86,2,21,872,1,1,8,1,2,1
"8485",1,13064,0.31,0,501,2943,0,21,9,4,3,1
"8486",2,-117,0.55,1,16,-97,0,1,7,1,0,1
"8487",3,-1256,0.96,4,29,1280,0,0,11,2,2,1
"8488",4,219,0.5,2,17,93,0,3,8,1,4,1
"8489",5,-1315,0.93,3,28,908,0,0,9,2,4,1
"8490",6,11297,0.76,5,496,0,1,20,12,4,0,1
"8491",1,7507,0.14,0,56,0,1,1,4,1,3,0
"8492",2,-74,0.81,4,57,4387,1,2,26,4,0,0
"8493",3,-632,0.35,1,13,0,0,0,7,1,3,0
"8494",4,-13,0.29,5,62,1466,0,1,14,1,2,0
"8495",5,-1738,0.78,2,13,0,1,0,8,1,2,0
"8496",6,-194,0.18,3,14,-144,0,0,4,1,3,0
"8497",1,38584,0.6,0,501,3872,1,10,8,7,4,1
"8498",2,-17,0.26,3,49,1485,0,0,14,2,1,1
"8499",3,-103,0.25,2,33,980,0,1,5,0,3,1
"8500",4,-1156,0.93,1,13,0,1,0,14,1,4,1
"8501",5,1657,0.57,5,500,1600,1,10,12,3,4,1
"8502",6,-89,0.19,4,95,2522,0,5,12,2,1,1
"8503",1,-32,0.17,3,11,0,0,0,5,0,1,0
"8504",2,4876,0.81,0,21,0,1,0,1,1,3,0
"8505",3,-10,0.35,2,11,0,0,1,5,1,3,0
"8506",4,-1414,0.85,4,14,-1414,0,0,1,0,0,0
"8507",5,-1034,0.13,5,17,0,0,0,5,0,3,0
"8508",6,-803,0.52,1,9,0,0,1,4,1,3,0
"8509",1,-1403,0.27,1,8,0,0,0,13,2,6,0
"8510",2,-1041,0.44,2,38,2593,0,1,13,1,2,0
"8511",3,-53,0.68,5,95,1039,1,3,24,1,2,0
"8512",4,-599,0.61,3,46,1630,1,2,20,2,2,0
"8513",5,-870,0.89,4,55,0,1,1,14,2,0,0
"8514",6,1153,0.1,0,103,0,0,2,5,3,1,0
"8515",1,-720,0.88,3,44,1270,0,1,8,1,3,0
"8516",2,-965,0.7,4,41,2473,0,1,14,2,1,0
"8517",3,44,0.72,1,14,-6,0,0,11,2,5,0
"8518",4,-443,0.28,5,55,1107,0,1,12,1,0,0
"8519",5,2784,0.86,0,56,2527,1,2,7,2,0,0
"8520",6,-206,0.52,2,29,565,0,2,12,2,6,0
"8521",1,14513,0.73,5,488,2684,1,16,9,3,2,1
"8522",2,-1027,0.45,3,50,2124,1,2,7,1,2,1
"8523",3,-1098,0.58,1,32,944,0,3,6,1,3,1
"8524",4,-1098,0.89,2,36,1172,0,0,15,1,0,1
"8525",5,-676,0.08,4,131,1748,0,10,7,2,0,1
"8526",6,15565,0.1,0,501,0,0,17,1,5,0,1
"8527",1,58288,0.2,0,484,2406,1,17,4,3,2,1
"8528",2,-13,0.08,2,187,1254,0,5,2,0,0,1
"8529",3,3410,0.23,4,501,1926,0,14,2,1,1,1
"8530",4,-135,0.75,1,26,0,1,1,8,1,3,1
"8531",5,1303,0.43,3,494,1340,0,12,6,2,0,1
"8532",6,12201,0.8,5,499,0,1,12,7,2,2,1
"8533",1,-438,0.11,4,38,2075,0,2,5,1,1,0
"8534",2,-112,0.18,3,26,1620,0,3,11,1,2,0
"8535",3,1236,0.68,0,153,3412,1,6,25,3,1,0
"8536",4,-1376,0.22,1,8,0,0,0,9,1,7,0
"8537",5,-260,0.9,2,23,586,0,2,7,0,0,0
"8538",6,-22,0.99,5,149,2492,1,4,27,3,0,0
"8539",1,-4,0.89,3,25,1265,1,0,13,2,3,0
"8540",2,133,0.86,0,67,3772,0,5,20,3,0,0
"8541",3,-106,0.96,5,67,3307,1,1,24,2,1,0
"8542",4,-496,0.58,1,7,0,0,0,8,1,2,0
"8543",5,-1257,0.35,4,34,0,0,1,7,1,1,0
"8544",6,-110,0.49,2,12,0,0,0,5,1,1,0
"8545",1,4587,0.66,0,38,3801,1,0,7,1,4,0
"8546",2,-74,0.79,5,38,3767,0,2,18,2,4,0
"8547",3,-136,0.29,3,28,1909,1,1,7,0,0,0
"8548",4,-50,0.95,2,10,0,0,2,2,0,0,0
"8549",5,-112,0.09,4,31,788,0,2,1,0,0,0
"8550",6,-897,0.6,1,7,0,0,0,5,0,4,0
"8551",1,28592,0.8,0,486,1117,0,16,12,1,3,1
"8552",2,5105,0.29,4,489,984,0,19,2,2,2,1
"8553",3,-2135,0.68,2,57,1939,0,1,17,4,0,1
"8554",4,20675,0.96,5,483,1464,0,11,10,3,5,1
"8555",5,5298,0.89,3,502,0,1,19,5,2,3,1
"8556",6,-2018,0.56,1,21,3283,1,1,11,2,1,1
"8557",1,-760,0.66,1,8,0,1,0,9,1,0,0
"8558",2,-29,0.94,3,29,1770,0,7,8,1,2,0
"8559",3,4722,0.19,0,65,1378,1,1,2,3,4,0
"8560",4,-152,0.87,5,67,0,1,3,18,0,0,0
"8561",5,-246,0.12,4,62,2742,0,1,10,1,1,0
"8562",6,-619,0.43,2,23,847,0,1,5,0,3,0
"8563",1,4962,0.52,0,35,3275,0,2,8,1,0,0
"8564",2,-698,0.74,3,22,1167,1,1,11,1,1,0
"8565",3,-724,0.4,2,8,0,0,0,8,0,5,0
"8566",4,-910,0.84,5,32,2629,0,1,13,0,1,0
"8567",5,-29,0.69,1,7,0,0,0,6,1,0,0
"8568",6,-124,0.01,4,27,1770,0,0,0,0,0,0
"8569",1,-670,0.43,2,18,939,0,1,10,1,3,0
"8570",2,-224,0.84,1,6,0,0,0,4,0,2,0
"8571",3,21824,0.6,0,237,3429,1,5,7,7,3,0
"8572",4,-189,0.53,5,244,4697,1,5,25,3,0,0
"8573",5,-185,0.58,3,85,1837,0,3,14,2,0,0
"8574",6,-207,0.57,4,92,874,0,2,4,1,2,0
"8575",1,-646,0.93,5,84,2351,1,0,29,5,2,0
"8576",2,4450,0.89,0,79,3589,1,4,9,3,1,0
"8577",3,-660,0.55,4,61,886,0,1,8,2,0,0
"8578",4,-109,0.29,2,23,601,0,0,5,0,0,0
"8579",5,-454,0.4,1,8,0,0,0,6,0,0,0
"8580",6,-217,0.27,3,23,1824,0,1,9,2,3,0
"8581",1,-211,0.59,2,22,0,1,1,11,1,3,0
"8582",2,-740,0.19,5,43,1640,0,0,8,1,2,0
"8583",3,-710,0.61,4,36,1582,1,3,13,2,1,0
"8584",4,-64,0.1,1,21,936,0,1,1,0,0,0
"8585",5,6648,0.98,0,36,3532,0,2,3,1,2,0
"8586",6,-46,0.71,3,19,1085,0,0,7,2,4,0
"8587",1,4225,0.36,5,501,5030,1,17,17,4,2,1
"8588",2,-632,0.88,1,6,0,1,0,7,0,6,1
"8589",3,10,0.48,3,35,1332,1,1,13,2,0,1
"8590",4,-139,0.08,4,100,2050,0,0,5,2,0,1
"8591",5,28967,0.37,0,500,1843,0,17,5,4,2,1
"8592",6,-297,0.32,3,10,0,0,0,5,1,4,1
"8593",1,23984,0.18,0,479,1240,1,42,2,4,3,1
"8594",2,-1214,0.34,2,32,1630,0,4,9,0,1,1
"8595",3,9492,0.27,5,501,2408,0,25,14,3,3,1
"8596",4,1040,0.46,4,487,2252,1,36,20,3,5,1
"8597",5,-1265,0.93,1,20,199,1,4,8,2,0,1
"8598",6,-1272,0.26,3,45,0,1,0,13,2,1,1
"8599",1,-372,0.56,1,13,0,0,2,8,1,3,0
"8600",2,-479,0.25,5,68,1188,0,2,19,3,2,0
"8601",3,-137,0.13,3,38,1840,0,0,5,1,1,0
"8602",4,5377,0.64,0,64,2707,1,5,6,2,1,0
"8603",5,-387,0.04,2,34,1466,0,1,0,0,0,0
"8604",6,-64,0.15,4,52,0,0,2,3,1,3,0
"8605",1,-103,0.42,3,107,2360,0,4,12,2,3,1
"8606",2,10368,0.99,5,501,1288,0,13,6,3,0,1
"8607",3,-231,0.67,1,39,2173,1,0,8,2,1,1
"8608",4,30436,0.3,0,497,2613,1,14,6,5,2,1
"8609",5,-102,0.92,4,121,1112,1,2,13,2,1,1
"8610",6,-185,0.73,2,58,1353,0,2,11,1,1,1
"8611",1,-243,0.56,2,24,1665,0,2,14,1,0,0
"8612",2,-12,0,4,81,1667,0,1,0,0,0,0
"8613",3,-1813,0.67,3,27,1637,0,1,15,1,2,0
"8614",4,7009,0.15,0,102,0,1,1,8,4,1,0
"8615",5,-293,0.21,1,20,897,0,0,2,0,2,0
"8616",6,-85,0.64,5,102,1719,1,6,16,4,0,0
"8617",1,3579,0.73,0,77,4353,1,3,10,5,2,0
"8618",2,-16,0.57,3,41,3027,0,8,12,2,4,0
"8619",3,-31,0.43,5,77,1016,1,3,13,1,3,0
"8620",4,-647,0.23,4,51,1514,0,4,7,1,1,0
"8621",5,-735,0.94,1,11,0,1,0,9,1,3,0
"8622",6,-28,0.83,2,15,72,0,1,5,1,2,0
"8623",1,-153,0.98,3,45,1984,1,0,9,1,1,1
"8624",2,7936,0.48,5,477,1334,1,12,7,3,4,1
"8625",3,25402,0.97,0,501,2429,0,18,4,5,0,1
"8626",4,-356,0.51,4,40,3221,0,4,7,1,3,1
"8627",5,-1187,0,2,21,942,0,1,0,0,0,1
"8628",6,-1010,0.53,1,14,-840,0,0,12,2,4,1
"8629",1,261,0.69,1,6,0,0,0,7,1,5,1
"8630",2,21613,0.26,0,501,1950,0,15,3,5,3,1
"8631",3,10298,0.34,5,499,3680,1,10,13,3,1,1
"8632",4,215,0.38,4,95,1532,0,4,9,1,1,1
"8633",5,352,0.36,2,25,847,0,2,9,0,2,1
"8634",6,461,0.94,3,59,0,0,0,11,2,0,1
"8635",1,-1548,0.88,4,64,0,0,2,8,1,2,1
"8636",2,19532,0.67,0,475,1435,1,14,6,4,2,1
"8637",3,-1615,0.27,3,65,0,0,6,10,2,1,1
"8638",4,-1408,1,2,26,0,0,3,5,0,0,1
"8639",5,-1405,0.46,1,16,285,0,2,6,0,4,1
"8640",6,12182,0.36,5,501,2415,1,11,6,4,3,1
"8641",1,6876,0.87,4,501,0,1,26,10,4,0,1
"8642",2,21808,0.15,0,492,807,0,23,5,1,0,1
"8643",3,-1160,0.69,1,13,0,0,0,8,1,0,1
"8644",4,13743,0.28,5,481,1322,1,23,5,3,4,1
"8645",5,-1138,0.81,3,53,774,0,1,14,2,3,1
"8646",6,-1004,0.23,2,45,998,0,1,7,2,1,1
"8647",1,-594,0.81,4,48,3273,0,1,18,2,3,0
"8648",2,3382,0.58,0,71,2720,1,3,7,4,4,0
"8649",3,-248,0.45,1,10,0,0,1,6,1,1,0
"8650",4,-268,0.41,2,16,724,0,3,5,2,3,0
"8651",5,-242,0.07,5,76,1978,0,3,8,2,0,0
"8652",6,-411,0.08,3,38,1223,0,0,1,0,0,0
"8653",1,-710,0.53,4,36,2988,0,1,12,1,3,0
"8654",2,-778,0.92,3,31,0,0,1,10,2,0,0
"8655",3,-805,0.38,5,42,2019,0,3,11,0,5,0
"8656",4,86,0.81,1,16,262,0,0,7,2,3,0
"8657",5,4600,0.48,0,41,2734,1,1,5,2,1,0
"8658",6,-683,0.15,2,20,951,0,0,7,1,1,0
"8659",1,37,0.14,2,28,0,0,1,10,2,1,0
"8660",2,-41,0.33,4,41,2822,0,1,10,2,0,0
"8661",3,-109,0.95,3,25,526,1,0,9,0,4,0
"8662",4,-701,0.56,5,65,0,1,4,20,0,0,0
"8663",5,-185,0.53,1,9,0,0,1,8,1,4,0
"8664",6,3566,0.54,0,63,3603,1,0,7,6,2,0
"8665",1,-1986,0.54,1,12,0,0,1,6,1,0,1
"8666",2,2756,0.53,5,501,0,1,17,14,4,3,1
"8667",3,26044,0.08,0,499,2082,1,16,6,4,0,1
"8668",4,-1910,0.49,2,16,506,0,2,9,0,2,1
"8669",5,-1796,0.22,3,51,0,0,2,12,2,0,1
"8670",6,-2096,0.37,4,61,0,0,1,20,1,4,1
"8671",1,29388,0.81,0,501,2496,1,16,10,4,3,1
"8672",2,-193,0.57,1,7,0,0,0,5,0,4,1
"8673",3,-92,0.93,4,295,3932,1,10,15,3,1,1
"8674",4,-471,0.72,3,36,1121,1,0,14,1,0,1
"8675",5,-390,0.82,2,11,0,0,3,6,1,3,1
"8676",6,14966,0.89,5,490,0,1,13,10,4,1,1
"8677",1,2065,0.55,0,48,2241,1,1,7,3,0,0
"8678",2,-67,0.46,1,9,0,0,0,6,1,5,0
"8679",3,-718,0.37,5,41,1956,0,5,14,1,2,0
"8680",4,-588,0.62,3,22,3058,0,1,8,1,3,0
"8681",5,-250,0.76,2,16,455,0,0,8,1,4,0
"8682",6,-442,0.32,4,34,2951,0,1,15,2,0,0
"8683",1,-376,0.09,4,42,1966,0,5,2,0,0,0
"8684",2,-750,0.22,3,35,1447,0,1,6,1,1,0
"8685",3,8320,0.96,0,63,1659,1,4,5,2,0,0
"8686",4,-114,0.87,1,12,0,0,0,8,2,0,0
"8687",5,-124,0.86,2,38,0,1,4,12,1,0,0
"8688",6,-128,0.77,5,70,0,0,3,17,3,2,0
"8689",1,-273,0.48,2,23,744,0,2,12,1,5,0
"8690",2,-19,0.53,5,135,2516,1,3,23,3,2,0
"8691",3,10027,0.26,0,137,0,0,5,3,5,2,0
"8692",4,-283,0.93,1,13,0,0,0,3,1,0,0
"8693",5,-273,0.66,3,50,2098,1,2,16,2,2,0
"8694",6,-55,0.62,4,57,1116,1,3,10,1,4,0
"8695",1,-276,0.72,1,6,0,0,0,5,0,5,0
"8696",2,-229,0.51,3,19,2245,0,0,15,0,2,0
"8697",3,-888,0.7,4,41,0,0,1,15,2,5,0
"8698",4,-1846,0.93,2,9,0,0,1,8,1,4,0
"8699",5,-98,0.88,5,48,858,0,1,14,2,0,0
"8700",6,4022,0.34,0,45,4188,1,0,9,2,2,0
"8701",1,-1799,0.09,3,96,1691,0,5,3,0,0,1
"8702",2,-2211,0.51,2,27,1184,0,3,9,2,2,1
"8703",3,-1032,0.11,4,279,2570,0,40,14,2,0,1
"8704",4,27564,0.7,0,500,1370,1,29,6,6,4,1
"8705",5,-2322,0.69,1,23,0,1,3,13,2,2,1
"8706",6,1836,0.31,5,502,1407,1,50,4,2,3,1
"8707",1,5718,0.73,0,28,4880,1,1,7,1,2,0
"8708",2,-4,0.94,3,22,0,0,1,9,0,1,0
"8709",3,-325,0.42,2,16,0,1,0,7,0,1,0
