"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five","stale.mate"
"8710",4,-582,0.16,5,30,1438,0,0,5,1,1,0
"8711",5,-728,0.08,4,25,0,0,3,0,0,0,0
"8712",6,-69,0.81,1,9,0,0,0,6,1,4,0
"8713",1,-160,0.17,5,45,1220,0,2,6,2,3,0
"8714",2,-173,0.36,4,44,1450,0,6,6,1,3,0
"8715",3,2907,0.72,0,42,4269,1,1,4,2,4,0
"8716",4,-807,0.25,2,20,225,0,0,6,0,2,0
"8717",5,-472,0.77,1,19,399,0,0,7,0,0,0
"8718",6,-965,0.01,3,30,1617,0,1,0,0,0,0
"8719",1,-1594,0.36,3,66,0,0,2,15,2,1,1
"8720",2,11265,0.33,5,501,0,1,18,4,4,3,1
"8721",3,-1728,0.14,1,27,942,0,0,4,1,2,1
"8722",4,-1557,0.29,4,89,1171,0,2,10,1,4,1
"8723",5,-2127,0.84,2,29,691,0,1,7,1,2,1
"8724",6,16817,0.77,0,490,3124,0,8,3,4,3,1
"8725",1,-1116,0.96,3,250,3146,0,6,13,3,0,1
"8726",2,38512,0.43,0,499,1889,1,13,9,3,5,1
"8727",3,18307,0.7,5,498,2299,0,10,3,4,2,1
"8728",4,-1596,0.9,1,10,0,0,0,6,0,2,1
"8729",5,-1298,0.18,2,193,1829,0,8,9,2,0,1
"8730",6,1507,0.04,4,501,1665,0,27,0,1,0,1
"8731",1,-369,0.56,4,39,1774,0,1,16,1,2,0
"8732",2,-229,0.25,5,70,2975,1,1,15,1,1,0
"8733",3,3503,0.08,0,60,3056,0,3,1,4,0,0
"8734",4,25,0.65,3,25,872,0,1,2,0,2,0
"8735",5,-26,0.44,1,18,0,0,4,3,1,2,0
"8736",6,28,0.81,2,23,622,0,0,7,2,0,0
"8737",1,-947,0.31,2,23,575,0,3,10,1,3,0
"8738",2,16208,0.88,0,219,2088,1,6,10,7,7,0
"8739",3,-2457,0.93,3,29,371,1,0,17,1,3,0
"8740",4,-111,0.62,5,221,4516,1,3,26,2,1,0
"8741",5,-1533,0.52,1,12,0,1,0,10,1,0,0
"8742",6,-808,0.02,4,59,2272,0,1,0,0,0,0
"8743",1,-746,0.7,4,31,1309,0,2,9,0,1,0
"8744",2,-603,0.26,1,16,947,0,1,0,0,0,0
"8745",3,-940,0.09,5,33,1845,0,1,3,0,0,0
"8746",4,-171,0.8,3,15,155,0,0,9,1,4,0
"8747",5,6009,0.53,0,31,3127,1,2,1,2,4,0
"8748",6,-224,0.58,2,16,1184,0,0,6,1,1,0
"8749",1,26857,0.47,0,501,0,1,16,9,2,4,1
"8750",2,-1445,0.85,1,31,925,1,0,15,0,2,1
"8751",3,9308,0.87,4,500,3394,1,14,7,3,1,1
"8752",4,-1471,0.75,2,67,0,1,2,18,1,5,1
"8753",5,-1438,0.07,3,119,0,0,3,0,0,0,1
"8754",6,11938,0.14,5,488,1583,0,23,3,3,2,1
"8755",1,4498,0.56,5,494,1590,0,13,9,6,2,1
"8756",2,-48,0.47,3,166,3401,1,4,16,3,0,1
"8757",3,36206,0.17,0,501,2493,1,10,8,4,3,1
"8758",4,95,0.73,1,16,1320,1,0,10,2,0,1
"8759",5,-137,0.07,4,208,1801,0,1,3,1,0,1
"8760",6,-133,0.66,2,18,227,0,0,6,0,2,1
"8761",1,-193,1,2,17,1338,1,0,11,0,2,0
"8762",2,6001,0.51,0,32,6029,0,4,3,1,0,0
"8763",3,-73,0.03,3,20,870,0,0,0,0,0,0
"8764",4,-130,0.71,4,28,1605,1,1,15,1,4,0
"8765",5,-573,0.08,1,17,347,0,0,0,0,0,0
"8766",6,-172,0.59,5,34,1217,0,0,6,1,2,0
"8767",1,-678,0.92,1,11,0,0,0,7,0,3,1
"8768",2,-140,0.08,3,138,1744,0,3,6,2,0,1
"8769",3,9239,0.53,5,501,0,1,12,11,5,1,1
"8770",4,-76,0.79,2,51,0,1,1,13,2,2,1
"8771",5,-133,0.07,4,130,0,0,3,1,0,0,1
"8772",6,22873,0.73,0,481,2676,1,17,13,4,1,1
"8773",1,-173,0.86,4,35,2612,0,0,10,2,0,0
"8774",2,-172,0.21,1,23,0,0,0,7,1,0,0
"8775",3,-291,0.2,2,26,1051,0,1,3,1,3,0
"8776",4,7665,0.66,0,39,2856,0,0,7,1,2,0
"8777",5,-647,0.6,5,47,3690,1,1,13,0,0,0
"8778",6,-969,0.41,3,27,232,0,0,6,0,3,0
"8779",1,-1931,0.3,3,25,983,1,0,8,1,3,1
"8780",2,12674,0.46,5,502,2975,1,12,7,2,1,1
"8781",3,-2898,0.14,2,24,1827,0,1,7,1,0,1
"8782",4,7934,0.16,4,484,1720,0,15,5,1,1,1
"8783",5,-2176,0.74,1,13,0,0,0,3,0,1,1
"8784",6,30293,0.33,0,497,2119,1,15,1,5,3,1
"8785",1,3233,1,0,70,3162,1,2,10,2,3,0
"8786",2,-4,0.91,2,21,52,0,1,7,1,1,0
"8787",3,-414,0.7,3,25,1165,0,0,7,1,3,0
"8788",4,-817,0.99,1,20,850,1,1,8,1,2,0
"8789",5,-148,0.96,5,68,1915,1,6,20,1,0,0
"8790",6,-26,0.23,4,26,0,0,0,9,0,1,0
"8791",1,-33,0.27,2,25,211,0,2,5,0,3,0
"8792",2,-234,0.68,3,32,0,0,1,7,2,2,0
"8793",3,-1058,0.89,4,32,3155,0,4,11,2,3,0
"8794",4,-71,0.62,5,69,1400,0,6,14,1,2,0
"8795",5,442,0.36,0,73,0,1,1,9,4,2,0
"8796",6,-133,0.87,1,6,0,0,0,5,0,0,0
"8797",1,-484,0.49,5,50,0,1,2,18,1,3,0
"8798",2,5070,0.16,0,44,3837,0,4,2,3,3,0
"8799",3,-820,0.8,4,34,852,1,1,12,0,2,0
"8800",4,-1157,0.68,2,26,1402,1,0,14,3,1,0
"8801",5,-309,0.11,3,30,1589,0,2,7,2,0,0
"8802",6,-517,0.06,1,22,0,0,1,0,0,0,0
"8803",1,9046,0.47,5,501,0,1,19,9,3,0,1
"8804",2,-105,0.67,3,55,3919,1,4,20,2,6,1
"8805",3,-409,0.3,1,16,1086,1,0,6,1,0,1
"8806",4,17972,0.81,0,491,0,1,16,8,5,2,1
"8807",5,-208,0.53,4,83,1434,1,6,10,3,0,1
"8808",6,-123,0.41,2,20,0,0,1,7,1,3,1
"8809",1,-136,0.03,2,125,0,0,6,0,0,0,1
"8810",2,-222,0.13,3,140,2458,0,14,8,2,1,1
"8811",3,17522,0.36,5,502,1608,0,15,8,6,3,1
"8812",4,-102,0.39,4,221,2240,0,10,19,4,0,1
"8813",5,30132,0.22,0,495,1808,1,12,7,3,3,1
"8814",6,-1132,0.93,1,38,0,1,3,13,2,2,1
"8815",1,792,0.52,0,45,3244,0,2,8,2,4,0
"8816",2,-57,0.96,3,24,924,0,0,10,1,4,0
"8817",3,-279,0.41,5,50,1619,0,0,13,1,1,0
"8818",4,-142,0.79,1,12,0,0,0,7,0,0,0
"8819",5,-551,0.5,4,25,1675,1,3,15,2,4,0
"8820",6,89,0.02,2,22,0,0,0,0,0,0,0
"8821",1,37332,0.41,0,501,0,0,26,3,3,3,1
"8822",2,19783,0.47,5,496,1029,1,11,8,5,3,1
"8823",3,-272,0.68,1,27,0,0,1,7,2,1,1
"8824",4,-405,0.77,3,348,2277,1,15,10,1,3,1
"8825",5,-287,0.54,4,370,3380,1,13,15,2,1,1
"8826",6,-18,0.29,2,170,0,0,4,12,4,4,1
"8827",1,-741,0.51,5,103,3449,1,5,26,4,3,0
"8828",2,-276,0.21,3,20,0,0,1,6,0,2,0
"8829",3,-266,0.74,4,47,564,0,0,14,0,4,0
"8830",4,4808,0.6,0,97,3883,0,6,5,5,3,0
"8831",5,-24,1,1,13,0,1,0,9,0,0,0
"8832",6,-504,0.95,2,13,0,0,0,6,2,4,0
"8833",1,-140,0.33,4,47,2220,0,0,17,2,4,0
"8834",2,-60,0.1,5,96,2328,1,2,17,1,0,0
"8835",3,-765,0.51,3,35,2155,1,3,13,0,3,0
"8836",4,6190,0.47,0,87,2266,0,3,5,4,5,0
"8837",5,24,0.28,1,11,0,0,0,6,0,2,0
"8838",6,-408,0.76,2,20,1538,0,4,5,1,0,0
"8839",1,-223,0.99,2,21,1058,0,2,2,0,0,0
"8840",2,-508,0.4,4,32,0,1,0,9,2,1,0
"8841",3,2163,0.78,0,76,2698,1,1,5,4,4,0
"8842",4,-155,0.01,1,16,59,0,0,0,0,0,0
"8843",5,-211,0.83,5,79,1421,0,3,20,3,4,0
"8844",6,-155,0.14,3,26,1705,0,1,6,0,0,0
"8845",1,11785,0.27,5,487,2804,0,12,5,3,3,1
"8846",2,24723,0.57,0,479,0,1,24,5,3,2,1
"8847",3,-3105,0.07,2,55,1610,0,2,2,1,0,1
"8848",4,-2667,0.09,3,104,2261,0,4,3,0,0,1
"8849",5,-4296,0.37,1,9,0,0,1,10,2,4,1
"8850",6,6253,0.34,4,501,2877,0,17,4,2,1,1
"8851",1,4395,0.3,4,501,3048,1,19,8,2,3,1
"8852",2,-42,0.92,1,29,1380,0,2,10,2,3,1
"8853",3,22051,0.23,5,484,0,0,17,3,2,4,1
"8854",4,-93,0.09,3,51,1471,0,0,2,1,0,1
"8855",5,26158,0.97,0,488,2885,1,12,5,4,3,1
"8856",6,-16,0.16,2,49,1392,0,1,0,0,0,1
"8857",1,-900,0.18,2,41,1550,0,3,8,2,1,1
"8858",2,11353,0.59,5,489,805,0,15,7,1,0,1
"8859",3,-835,0.01,3,112,1490,0,3,0,0,0,1
"8860",4,-505,0.34,4,237,2291,0,10,14,3,3,1
"8861",5,35275,0.92,0,501,3821,1,11,7,7,3,1
"8862",6,-1060,0.28,2,23,978,1,0,9,2,2,1
"8863",1,211,0.6,2,79,2517,0,3,22,5,2,1
"8864",2,-27,0.31,3,241,0,0,5,13,1,1,1
"8865",3,4696,0.87,4,499,2537,1,12,11,5,0,1
"8866",4,30071,0.35,0,501,2626,0,15,5,2,0,1
"8867",5,257,0.48,1,27,200,0,0,6,0,2,1
"8868",6,19387,0.92,5,475,798,1,12,7,2,2,1
"8869",1,-10,0.7,2,20,0,0,1,12,2,3,0
"8870",2,3938,0.75,0,35,3967,1,1,6,2,3,0
"8871",3,-46,0.57,4,36,2281,1,2,10,0,2,0
"8872",4,-290,0.93,1,6,0,1,0,5,1,2,0
"8873",5,-139,0.09,5,33,1836,0,3,4,0,0,0
"8874",6,-410,0.21,3,34,1042,0,2,5,1,0,0
"8875",1,-103,0.52,2,19,362,1,1,9,1,4,0
"8876",2,6133,0.28,0,166,1887,0,9,14,5,0,0
"8877",3,-21,0.58,4,87,2191,0,2,19,2,1,0
"8878",4,-134,0.72,5,155,3191,1,5,36,4,1,0
"8879",5,-217,0.34,3,55,726,0,1,7,2,2,0
"8880",6,-339,0.87,1,9,0,0,0,7,0,3,0
"8881",1,7098,0.67,5,467,0,1,14,7,1,2,1
"8882",2,54700,0.71,0,473,2267,0,8,2,5,0,1
"8883",3,-835,0.62,2,29,2596,0,2,9,2,2,1
"8884",4,-853,0.93,1,11,0,0,0,6,1,4,1
"8885",5,-252,0.79,3,257,2894,0,4,7,0,0,1
"8886",6,515,0.36,4,501,1615,1,16,3,2,0,1
"8887",1,13025,0.87,5,493,2408,1,19,8,3,1,1
"8888",2,-2732,0.71,3,58,390,1,0,9,1,0,1
"8889",3,10574,0.22,4,463,0,1,17,9,5,0,1
"8890",4,-2256,0.99,2,37,2100,1,2,14,2,4,1
"8891",5,15641,0.28,0,501,0,0,16,23,3,0,1
"8892",6,-2729,0.61,1,25,1890,0,2,10,2,3,1
"8893",1,-454,0.44,5,46,1605,0,2,13,0,3,0
"8894",2,-966,0.28,4,31,1598,1,0,10,1,1,0
"8895",3,-937,0.14,2,27,1084,0,4,3,1,0,0
"8896",4,-10,0.11,1,20,836,0,2,4,0,2,0
"8897",5,2754,0.16,0,41,4412,0,1,1,4,1,0
"8898",6,-95,0.66,3,31,0,0,5,3,0,0,0
"8899",1,2369,0.94,5,485,4369,1,21,12,5,2,1
"8900",2,-1778,0.84,1,15,18,0,0,8,0,2,1
"8901",3,31482,0.44,0,501,1643,0,10,7,4,2,1
"8902",4,-1973,0.78,3,41,1586,0,2,9,1,3,1
"8903",5,-926,0.25,4,337,1049,0,12,14,1,0,1
"8904",6,-1930,0.79,2,38,1372,0,1,8,1,2,1
"8905",1,-1106,0.97,5,33,2115,1,0,9,1,0,0
"8906",2,57,0.15,1,18,502,0,1,2,0,2,0
"8907",3,52,0.19,2,21,0,0,0,3,0,2,0
"8908",4,4083,0.96,0,37,0,0,1,2,2,0,0
"8909",5,-1115,0.66,4,35,867,0,0,6,1,2,0
"8910",6,-847,0.37,3,33,0,1,1,6,2,1,0
"8911",1,-112,0.03,4,30,1772,0,5,0,0,0,0
"8912",2,-560,0.08,3,22,0,0,0,1,0,0,0
"8913",3,-675,1,5,51,4709,0,3,21,3,4,0
"8914",4,-786,0.94,1,9,0,0,0,9,0,2,0
"8915",5,3296,0.61,0,50,3013,1,3,8,2,2,0
"8916",6,-220,0.13,2,8,0,0,0,4,1,0,0
"8917",1,9472,0.62,0,114,3297,1,3,11,5,0,0
"8918",2,-122,0.07,4,86,1841,0,2,2,0,0,0
"8919",3,-55,0.63,1,23,290,0,0,10,0,2,0
"8920",4,-81,0.78,2,52,1303,1,1,15,3,3,0
"8921",5,-61,0.25,3,58,1188,0,6,7,2,4,0
"8922",6,-115,0.23,5,102,1137,1,4,18,3,2,0
"8923",1,-1070,0.83,5,44,1331,1,1,17,1,2,0
"8924",2,-782,0.82,2,15,100,1,0,13,3,3,0
"8925",3,219,1,0,42,0,0,1,7,2,4,0
"8926",4,-182,0.32,4,38,1971,1,2,9,1,0,0
"8927",5,-253,0.59,1,8,0,0,2,2,0,0,0
"8928",6,15,0.43,3,30,0,0,2,8,2,3,0
"8929",1,-919,0.94,2,15,-9,0,0,6,0,0,1
"8930",2,3130,0.56,4,491,0,1,13,8,4,0,1
"8931",3,-3218,0.3,3,20,2222,1,0,15,2,3,1
"8932",4,-731,0.86,1,7,0,0,0,6,1,5,1
"8933",5,13088,0.49,5,501,0,1,13,14,2,0,1
"8934",6,20709,0.87,0,496,2654,1,15,20,7,0,1
"8935",1,-685,0.5,5,56,2719,1,2,20,3,1,0
"8936",2,5303,0.79,0,62,0,0,0,9,2,0,0
"8937",3,-766,0.01,3,34,0,0,3,0,0,0,0
"8938",4,-1005,0.14,4,36,2713,0,3,12,1,1,0
"8939",5,-935,0.25,2,25,582,0,1,6,0,2,0
"8940",6,-1072,0.95,1,8,0,0,1,8,2,2,0
"8941",1,2949,0.46,0,28,3355,0,1,6,3,4,0
"8942",2,-154,0.69,2,24,2633,0,0,12,1,3,0
"8943",3,-900,0.72,5,28,2238,1,2,4,0,1,0
"8944",4,-140,0.66,3,21,412,0,0,11,2,0,0
"8945",5,-344,0.2,1,9,0,0,0,3,0,2,0
"8946",6,-287,0.1,4,23,1103,0,1,3,1,2,0
"8947",1,-136,0.5,4,27,1747,0,1,13,1,3,0
"8948",2,-1384,0.22,1,9,0,1,0,11,2,4,0
"8949",3,-567,0.45,5,86,1451,1,1,19,3,2,0
"8950",4,-498,0.55,2,16,746,0,1,8,0,2,0
"8951",5,550,0.19,0,80,4112,1,1,13,4,1,0
"8952",6,-40,0.03,3,18,1060,0,1,0,0,0,0
"8953",1,-745,0.94,5,65,1744,1,2,25,1,1,0
"8954",2,6739,0.3,0,69,3955,1,2,10,3,2,0
"8955",3,-524,0.76,2,30,470,0,0,9,2,4,0
"8956",4,-429,0.53,3,35,2027,0,1,18,3,2,0
"8957",5,-113,0.17,4,56,2150,0,4,7,2,0,0
"8958",6,-374,0.86,1,12,0,1,0,8,0,0,0
"8959",1,-264,0.17,4,19,932,0,2,3,0,2,0
"8960",2,6785,0.44,0,20,5355,0,0,4,2,4,0
"8961",3,-464,0.05,5,24,1840,0,1,0,0,0,0
"8962",4,-148,0.28,1,11,0,0,1,6,1,3,0
"8963",5,-172,0.58,2,16,1232,0,3,7,0,0,0
"8964",6,-240,0.46,3,20,1576,0,1,4,0,0,0
"8965",1,-977,0.45,1,11,0,1,0,8,1,4,0
"8966",2,-220,0.51,2,12,0,0,0,9,0,4,0
"8967",3,72,0.89,3,13,0,0,0,7,1,4,0
"8968",4,-1028,0.57,4,28,2032,0,0,9,0,0,0
"8969",5,-905,0.82,5,64,3998,1,4,23,3,2,0
"8970",6,962,0.36,0,72,2791,1,2,9,3,0,0
"8971",1,-123,0.05,2,31,1471,0,0,0,0,0,0
"8972",2,-306,0.93,5,118,1669,1,10,17,1,0,0
"8973",3,-124,0.14,4,81,0,0,5,10,1,1,0
"8974",4,-160,0.18,3,59,2640,0,0,7,1,2,0
"8975",5,-595,0.37,1,7,0,0,0,8,1,4,0
"8976",6,10776,0.72,0,126,0,1,1,4,7,2,0
"8977",1,3466,0.7,0,55,2277,1,0,7,5,0,0
"8978",2,-62,0.54,2,20,0,0,1,6,2,3,0
"8979",3,-310,0.45,3,31,2242,0,0,11,1,0,0
"8980",4,-22,0.52,5,53,3529,1,2,13,0,0,0
"8981",5,548,1,1,11,0,0,0,7,1,4,0
"8982",6,-867,0.26,4,35,0,0,2,4,1,2,0
"8983",1,10375,0.85,5,502,1782,1,26,9,5,0,1
"8984",2,19530,0.68,0,494,0,1,24,9,3,2,1
"8985",3,-205,0.9,2,23,164,1,0,11,2,0,1
"8986",4,-143,0.12,4,37,0,0,2,5,2,2,1
"8987",5,-327,0.83,3,31,2324,1,4,15,1,2,1
"8988",6,-108,0.37,1,13,0,0,3,4,1,2,1
"8989",1,-122,0.93,4,49,2454,0,0,10,1,0,0
"8990",2,-189,0.24,5,99,1704,0,4,16,4,3,0
"8991",3,1929,0.98,0,98,0,1,4,10,1,0,0
"8992",4,-937,0.88,2,27,1753,0,1,6,0,1,0
"8993",5,-599,0.69,1,14,-449,0,1,9,2,2,0
"8994",6,-599,0.6,3,27,146,1,2,5,1,1,0
"8995",1,-76,0.69,1,10,0,0,1,6,1,4,0
"8996",2,-334,0.93,3,33,0,0,1,11,0,3,0
"8997",3,-90,0.9,5,59,3752,1,4,15,3,0,0
"8998",4,-930,0.37,4,57,1629,1,1,13,0,1,0
"8999",5,612,0.42,0,56,1652,1,4,6,4,5,0
"9000",6,-218,0.32,2,21,970,0,0,8,1,2,0
"9001",1,23381,0.59,0,496,1510,0,16,9,1,3,1
"9002",2,-688,0.77,3,117,2513,0,4,11,3,2,1
"9003",3,11014,0.37,4,485,0,1,18,6,3,1,1
"9004",4,-924,0.51,2,6,0,0,0,6,0,5,1
"9005",5,-1176,1,1,5,0,0,0,6,0,6,1
"9006",6,12957,0.74,5,501,3892,1,12,6,4,1,1
"9007",1,-105,0.34,4,55,2910,0,1,16,2,0,0
"9008",2,9473,0.98,0,121,3773,1,6,8,6,3,0
"9009",3,-582,0.16,5,124,1432,0,5,14,2,1,0
"9010",4,-257,0.77,2,21,442,1,5,4,1,1,0
"9011",5,-428,0.32,1,26,902,0,0,5,1,3,0
"9012",6,-6,0.47,3,33,1511,0,4,7,1,3,0
"9013",1,-1426,0.07,4,32,1770,0,3,0,0,0,0
"9014",2,-958,0.75,5,36,2756,1,1,9,2,0,0
"9015",3,2181,0.3,0,33,0,1,1,8,3,4,0
"9016",4,-275,0.42,3,27,2204,0,0,14,0,0,0
"9017",5,-650,0.95,1,8,0,1,0,8,1,1,0
"9018",6,-107,0.92,2,14,-107,0,4,5,1,4,0
"9019",1,-119,0.89,3,17,1201,0,1,9,0,0,0
"9020",2,-110,0.13,4,27,986,0,0,4,0,3,0
"9021",3,5995,1,0,77,4438,1,1,9,3,3,0
"9022",4,-10,0.8,5,80,2641,0,1,30,6,1,0
"9023",5,-131,0.56,2,14,-31,0,1,6,0,1,0
"9024",6,-136,0.64,1,5,0,0,1,4,0,4,0
"9025",1,-264,0.07,4,69,1582,0,2,1,0,0,1
"9026",2,-1,0.8,1,20,2239,0,2,11,1,0,1
"9027",3,-48,0.83,2,22,370,0,4,10,2,2,1
"9028",4,5403,0.08,5,501,2355,0,16,1,3,0,1
"9029",5,-188,0.6,3,41,0,0,3,8,2,5,1
"9030",6,14042,0.14,0,473,0,1,15,9,5,0,1
"9031",1,-44,0.31,5,60,4204,1,1,24,2,3,0
"9032",2,-337,0.22,2,17,799,0,1,4,1,2,0
"9033",3,-32,0.44,1,17,28,0,2,7,1,0,0
"9034",4,-141,0.8,3,16,359,0,1,8,2,5,0
"9035",5,-536,0.46,4,25,1418,1,0,11,0,2,0
"9036",6,3347,0.43,0,52,2241,0,7,8,3,2,0
"9037",1,-2037,0.63,1,11,0,1,0,9,0,4,1
"9038",2,-1671,0.03,3,117,1942,0,0,0,0,0,1
"9039",3,-1922,0.09,2,54,1442,0,3,0,0,0,1
"9040",4,24762,0.29,0,491,1342,0,12,3,1,4,1
"9041",5,5464,0.38,4,501,3228,1,11,7,4,1,1
"9042",6,19601,0.12,5,494,2188,0,13,3,3,1,1
"9043",1,-1268,1,4,22,859,0,0,8,0,3,0
"9044",2,-162,0.91,5,30,3255,0,2,12,1,1,0
"9045",3,-478,0.68,1,5,0,0,0,5,0,5,0
"9046",4,-360,0.17,2,6,0,0,0,2,0,2,0
"9047",5,-888,0.9,3,12,0,0,0,8,0,2,0
"9048",6,3732,0.74,0,31,4798,1,1,7,2,2,0
"9049",1,569,0.58,0,43,5302,0,2,9,4,0,0
"9050",2,-158,0.86,2,11,0,0,0,6,0,3,0
"9051",3,-236,0.05,5,45,1776,0,0,1,0,0,0
"9052",4,-324,0.99,4,38,1532,1,1,12,1,0,0
"9053",5,-956,0.42,1,9,0,1,0,8,1,4,0
"9054",6,-282,0.14,3,18,0,0,2,5,2,2,0
"9055",1,-92,0.55,2,86,695,0,2,9,0,3,1
"9056",2,-193,0.35,3,157,1511,0,9,15,2,0,1
"9057",3,-32,0.96,4,226,3428,1,11,11,1,0,1
"9058",4,10871,0.13,5,500,1553,0,17,3,2,0,1
"9059",5,-530,0.62,1,11,0,0,1,9,1,4,1
"9060",6,31474,0.29,0,501,3304,1,16,6,6,3,1
"9061",1,-1229,0.77,5,72,2193,1,2,23,1,1,0
"9062",2,-595,0.62,1,15,471,0,1,10,1,2,0
"9063",3,29,0.91,0,78,2491,1,6,12,5,5,0
"9064",4,-778,0.25,3,29,0,0,3,7,0,2,0
"9065",5,-1515,0.66,4,38,1262,0,1,9,1,0,0
"9066",6,-409,0.45,2,24,728,0,2,5,1,3,0
"9067",1,2976,0.23,0,55,2206,1,1,7,4,0,0
"9068",2,-480,0.93,3,20,1458,1,0,7,1,2,0
"9069",3,-387,0.11,5,58,1300,0,1,4,0,1,0
"9070",4,-523,0.35,3,20,2552,0,1,14,2,5,0
"9071",5,-162,0.75,4,17,928,0,0,7,1,2,0
"9072",6,-16,0.52,1,12,0,0,0,5,1,3,0
"9073",1,-202,0.74,1,16,583,0,1,6,1,2,0
"9074",2,-190,0.21,2,19,0,0,1,7,1,0,0
"9075",3,3560,0.3,0,51,3164,1,4,4,2,4,0
"9076",4,-932,0.22,5,57,3338,0,0,11,1,0,0
"9077",5,-608,0.52,4,35,979,1,0,6,1,0,0
"9078",6,-741,0.11,3,27,860,0,0,5,1,1,0
"9079",1,7252,0.09,0,101,3040,1,0,9,2,1,0
"9080",2,-128,0.05,3,44,0,0,1,2,1,0,0
"9081",3,-417,0.99,2,12,0,0,1,6,0,0,0
"9082",4,-580,0.88,1,7,0,0,0,9,2,0,0
"9083",5,-1059,0.74,5,100,2295,1,2,24,2,1,0
"9084",6,-361,0.23,4,86,3506,1,4,20,3,3,0
"9085",1,-789,0.46,2,11,0,0,0,8,0,3,0
"9086",2,-572,0.65,5,52,3676,1,2,18,0,2,0
"9087",3,-89,0.71,3,27,0,0,0,7,2,0,0
"9088",4,964,0.17,0,53,0,1,4,1,5,3,0
"9089",5,-639,0.35,4,33,1693,0,3,5,1,1,0
"9090",6,-207,0.51,1,15,0,0,0,6,0,3,0
"9091",1,-756,0.02,3,48,1951,0,0,0,0,0,0
"9092",2,-683,0.77,2,45,2281,1,4,9,2,1,0
"9093",3,-823,0.54,5,51,1840,0,9,9,2,3,0
"9094",4,-314,0.48,4,42,856,0,3,10,2,2,0
"9095",5,4627,0.36,0,52,1314,1,4,4,2,3,0
"9096",6,-242,0.79,1,37,2190,1,0,14,1,3,0
"9097",1,-250,0.69,5,45,0,0,2,10,2,1,0
"9098",2,-557,0.6,3,37,1004,0,4,5,0,3,0
"9099",3,5195,0.45,0,49,2041,0,0,4,2,5,0
"9100",4,-236,0.14,4,29,1074,0,1,4,1,2,0
"9101",5,-552,0.71,2,22,2331,1,2,6,0,0,0
"9102",6,-1025,0.22,1,21,1488,1,2,6,0,0,0
"9103",1,-2571,0.8,5,395,4200,1,14,36,7,0,0
"9104",2,32837,0.41,0,415,1247,0,12,14,2,3,0
"9105",3,7,0.78,1,66,802,0,2,11,2,1,0
"9106",4,4,0.75,2,64,1232,0,9,9,1,3,0
"9107",5,-112,0.01,3,77,0,0,1,0,0,0,0
"9108",6,-62,0.4,4,119,1334,0,6,11,2,0,0
"9109",1,-414,0.13,5,33,1951,0,0,7,0,2,0
"9110",2,7159,0.21,0,35,0,1,2,5,1,0,0
"9111",3,-578,0.45,3,29,0,1,0,8,0,1,0
"9112",4,-407,0.1,2,20,1656,0,3,3,1,0,0
"9113",5,-80,0.4,1,4,0,0,1,4,0,0,0
"9114",6,-176,0.55,4,34,2680,0,3,12,1,1,0
"9115",1,3283,0.45,0,38,3900,1,2,11,1,4,0
"9116",2,-1439,0.39,2,17,0,1,0,14,2,3,0
"9117",3,-9,0.61,1,11,0,0,0,7,0,5,0
"9118",4,-196,0.85,3,15,0,0,0,7,1,3,0
"9119",5,-234,0.92,5,38,1717,0,5,11,1,1,0
"9120",6,-73,0.86,4,22,2122,0,1,7,0,0,0
"9121",1,-118,0.54,3,37,0,0,2,6,1,2,0
"9122",2,-817,0.34,1,9,0,1,0,8,0,3,0
"9123",3,-684,0.12,4,48,1414,0,0,3,1,0,0
"9124",4,-197,0.64,2,39,2316,1,3,18,1,2,0
"9125",5,6049,0.16,0,59,0,1,4,3,2,3,0
"9126",6,-295,0.2,5,56,1680,0,2,10,1,1,0
"9127",1,-8,0.76,2,9,0,0,0,6,1,5,0
"9128",2,1165,0.45,0,35,3616,1,3,10,3,4,0
"9129",3,-114,0.68,1,8,0,0,0,6,0,4,0
"9130",4,-614,0.63,4,33,2314,1,1,13,1,1,0
"9131",5,-100,0.74,3,19,1098,1,0,8,1,0,0
"9132",6,-668,0.83,5,42,1624,0,3,15,0,0,0
"9133",1,-774,0.83,4,255,2152,1,14,21,3,2,1
"9134",2,-1656,0.31,1,18,599,0,1,3,1,3,1
"9135",3,5585,0.23,5,494,1574,0,9,4,4,0,1
"9136",4,-1577,0.34,3,36,1592,1,1,7,1,0,1
"9137",5,25585,0.51,0,502,0,1,14,12,5,0,1
"9138",6,-1837,0.4,2,18,1385,0,4,12,2,2,1
"9139",1,-208,0.79,3,45,0,1,3,11,1,1,0
"9140",2,-705,0.52,5,195,1372,1,9,30,4,2,0
"9141",3,-119,0.87,1,24,540,0,0,7,3,4,0
"9142",4,-120,0.01,2,31,0,0,1,0,0,0,0
"9143",5,10736,0.78,0,192,2614,1,7,11,7,2,0
"9144",6,-283,0.15,4,44,2878,0,2,11,1,1,0
"9145",1,-8,0.89,4,25,4216,1,0,13,1,0,0
"9146",2,1107,0.49,0,87,2875,0,3,9,4,0,0
"9147",3,-455,0.97,3,21,791,0,2,11,1,4,0
"9148",4,-315,0.25,5,79,1159,0,2,13,2,2,0
"9149",5,-190,0.82,2,10,0,0,0,7,0,2,0
