"","Var1","Freq","winning.prop","prop.order$money.made","prop.order$group"
"321834",32,5,FALSE,26,7
"341755",34,7,TRUE,140,7
"351750",35,6,TRUE,1025,9
"371732",37,7,TRUE,70,8
"391619",39,11,TRUE,100,8
"17472",1,7,FALSE,52,1
"33835",3,2,FALSE,8,1
"51758",5,9,FALSE,650,9
"61758",6,5,TRUE,1190,2
"81758",8,10,FALSE,2028,2
"91758",9,3,FALSE,700,2
"112101",11,12,TRUE,2570,3
"121886",12,13,FALSE,390,0
"131773",13,6,TRUE,750,3
"141758",14,5,TRUE,1040,3
"151758",15,10,FALSE,1000,9
"161758",16,5,FALSE,98,4
"181758",18,10,FALSE,168,4
"191758",19,7,FALSE,144,4
"211758",21,10,TRUE,198,5
"231758",23,10,TRUE,234,5
"241758",24,10,TRUE,180,5
"251760",25,7,FALSE,1100,9
"261765",26,7,FALSE,66,6
"271783",27,5,FALSE,88,6
"281896",28,6,FALSE,240,0
"291758",29,9,TRUE,144,6
"312004",31,10,TRUE,182,7
"321835",32,9,TRUE,104,7
"341756",34,6,FALSE,56,7
"351751",35,2,FALSE,1000,9
"371733",37,4,TRUE,3035,8
"391620",39,9,TRUE,13400,8
"17473",1,2,TRUE,250,1
"33836",3,6,TRUE,2250,1
"51759",5,7,FALSE,250,9
"61759",6,7,TRUE,1118,2
"81759",8,8,TRUE,424,2
"91759",9,7,TRUE,1816,2
"112102",11,13,TRUE,5875,3
"121887",12,10,TRUE,570,0
"131774",13,4,TRUE,950,3
"141759",14,7,TRUE,4112,3
"151759",15,8,FALSE,500,9
"161759",16,7,TRUE,98,4
"181759",18,11,TRUE,270,4
"191759",19,9,TRUE,160,4
"211759",21,7,TRUE,554,5
"231759",23,4,TRUE,0,5
"241759",24,11,TRUE,140,5
"251761",25,6,FALSE,100,9
"261766",26,4,TRUE,0,6
"271784",27,3,FALSE,0,6
"281897",28,12,TRUE,760,0
"291759",29,6,FALSE,48,6
"312005",31,5,FALSE,130,7
"321836",32,6,TRUE,442,7
"341757",34,9,FALSE,3028,7
"351752",35,2,FALSE,525,9
"371734",37,4,FALSE,140,8
"391621",39,5,TRUE,1000,8
"17474",1,32,TRUE,7750,1
"33837",3,39,TRUE,17100,1
"51760",5,56,FALSE,8300,9
"61760",6,35,FALSE,1692,2
"81760",8,45,FALSE,1266,2
"91760",9,36,FALSE,1344,2
"112103",11,40,TRUE,1190,3
"121888",12,45,TRUE,2710,0
"131775",13,28,TRUE,940,3
"141760",14,36,TRUE,1308,3
"151760",15,42,FALSE,7700,9
"161760",16,47,FALSE,2520,4
"181760",18,52,FALSE,2590,4
"191760",19,41,FALSE,2984,4
"211760",21,35,FALSE,1062,5
"231760",23,35,FALSE,1062,5
"241760",24,73,FALSE,1800,5
"251762",25,61,FALSE,11425,9
"261767",26,36,TRUE,1980,6
"271785",27,35,TRUE,1298,6
"281898",28,49,TRUE,3150,0
"291760",29,47,TRUE,2088,6
"312006",31,37,TRUE,2340,7
"321837",32,38,TRUE,1612,7
"341758",34,37,TRUE,2744,7
"351753",35,21,FALSE,7000,9
"371735",37,27,TRUE,1925,8
"391622",39,60,TRUE,1800,8
"17475",1,3,TRUE,280,1
"33838",3,5,TRUE,1240,1
"51761",5,4,TRUE,325,9
"61761",6,3,FALSE,0,2
"81761",8,3,FALSE,360,2
"91761",9,5,FALSE,180,2
"112104",11,4,FALSE,20,3
"121889",12,5,TRUE,56,0
"131776",13,5,TRUE,0,3
"141761",14,7,FALSE,60,3
"151761",15,3,TRUE,50,9
"161761",16,7,TRUE,2878,4
"181761",18,6,TRUE,3800,4
"191761",19,10,TRUE,4096,4
"211761",21,6,FALSE,90,5
"231761",23,2,FALSE,0,5
"241761",24,3,FALSE,20,5
"251763",25,2,TRUE,0,9
"261768",26,6,FALSE,176,6
"271786",27,5,FALSE,44,6
"281899",28,3,TRUE,28,0
"291761",29,3,FALSE,0,6
"312007",31,4,FALSE,0,7
"321838",32,5,TRUE,0,7
"341759",34,2,TRUE,56,7
"351754",35,5,TRUE,0,9
"371736",37,3,FALSE,0,8
"391623",39,5,FALSE,0,8
"17476",1,6,TRUE,1090,1
"33839",3,2,TRUE,450,1
"51762",5,2,FALSE,0,9
"61762",6,8,TRUE,3390,2
"81762",8,7,TRUE,2780,2
"91762",9,4,TRUE,1800,2
"112105",11,4,TRUE,30,3
"121890",12,4,FALSE,0,0
"131777",13,4,TRUE,10,3
"141762",14,6,FALSE,0,3
"151762",15,6,FALSE,325,9
"161762",16,8,FALSE,56,4
"181762",18,5,FALSE,42,4
"191762",19,4,FALSE,32,4
"211762",21,3,TRUE,0,5
"231762",23,5,FALSE,0,5
"241762",24,7,FALSE,40,5
"251764",25,3,FALSE,300,9
"261769",26,8,TRUE,0,6
"271787",27,4,TRUE,132,6
"281900",28,2,FALSE,130,0
"291762",29,1,TRUE,24,6
"312008",31,4,FALSE,0,7
"321839",32,5,FALSE,0,7
"341760",34,1,FALSE,84,7
"351755",35,2,FALSE,200,9
"371737",37,7,TRUE,0,8
"391624",39,10,TRUE,2050,8
"17477",1,29,TRUE,986,1
"33840",3,19,TRUE,1004,1
"51763",5,17,FALSE,2600,9
"61763",6,32,TRUE,732,2
"81763",8,20,TRUE,216,2
"91763",9,36,TRUE,544,2
"112106",11,84,FALSE,1780,3
"121891",12,27,TRUE,1476,0
"131778",13,26,FALSE,500,3
"141763",14,33,FALSE,720,3
"151763",15,39,FALSE,7000,9
"161763",16,28,FALSE,1428,4
"181763",18,44,FALSE,1050,4
"191763",19,42,FALSE,1184,4
"211763",21,32,FALSE,2070,5
"231763",23,35,FALSE,1062,5
"241763",24,35,FALSE,1220,5
"251765",25,43,FALSE,8000,9
"261770",26,42,TRUE,26690,6
"271788",27,26,TRUE,7612,6
"281901",28,31,TRUE,1880,0
"291763",29,32,TRUE,11160,6
"312009",31,29,TRUE,3380,7
"321840",32,36,TRUE,1170,7
"341761",34,21,TRUE,1372,7
"351756",35,6,FALSE,3700,9
"371738",37,23,TRUE,3745,8
"391625",39,25,TRUE,2200,8
"17478",1,3,TRUE,500,1
"33841",3,6,TRUE,968,1
"51764",5,11,FALSE,150,9
"61764",6,8,FALSE,84,2
"81764",8,9,FALSE,48,2
"91764",9,3,FALSE,0,2
"112107",11,14,TRUE,3800,3
"121892",12,12,FALSE,388,0
"131779",13,9,TRUE,3655,3
"141764",14,12,TRUE,3676,3
"151764",15,19,TRUE,600,9
"161764",16,7,TRUE,578,4
"181764",18,8,TRUE,564,4
"191764",19,12,TRUE,176,4
"211764",21,8,FALSE,198,5
"231764",23,10,TRUE,126,5
"241764",24,23,TRUE,540,5
"251766",25,9,TRUE,200,9
"261771",26,11,TRUE,418,6
"271789",27,11,TRUE,132,6
"281902",28,7,TRUE,270,0
"291764",29,9,TRUE,1200,6
"312010",31,6,TRUE,130,7
"321841",32,8,TRUE,0,7
"341762",34,6,FALSE,140,7
"351757",35,9,TRUE,150,9
"371739",37,12,FALSE,420,8
"391626",39,30,FALSE,800,8
"17479",1,3,FALSE,0,1
"33842",3,4,FALSE,4,1
"51765",5,9,FALSE,400,9
"61765",6,4,FALSE,1130,2
"81765",8,5,FALSE,1662,2
"91765",9,5,TRUE,616,2
"112108",11,7,TRUE,1520,3
"121893",12,3,TRUE,110,0
"131780",13,6,TRUE,780,3
"141765",14,5,TRUE,3400,3
"151765",15,4,FALSE,250,9
"161765",16,10,TRUE,5928,4
"181765",18,5,TRUE,2450,4
"191765",19,2,TRUE,1000,4
"211765",21,4,FALSE,18,5
"231765",23,3,FALSE,0,5
"241765",24,8,TRUE,80,5
"251767",25,3,FALSE,50,9
"261772",26,10,TRUE,110,6
"271790",27,3,FALSE,22,6
"281903",28,6,FALSE,130,0
"291765",29,5,TRUE,48,6
"312011",31,2,TRUE,52,7
"321842",32,4,FALSE,0,7
"341763",34,3,FALSE,28,7
"351758",35,4,FALSE,700,9
"371740",37,3,TRUE,1500,8
"391627",39,6,TRUE,0,8
"17480",1,2,FALSE,250,1
"33843",3,5,FALSE,1400,1
"51766",5,1,FALSE,0,9
"61766",6,4,TRUE,556,2
"81766",8,4,FALSE,562,2
"91766",9,2,TRUE,8,2
"112109",11,4,FALSE,40,3
"121894",12,3,FALSE,150,0
"131781",13,4,FALSE,20,3
"141766",14,2,FALSE,192,3
"151766",15,2,FALSE,0,9
"161766",16,4,FALSE,0,4
"181766",18,3,FALSE,28,4
"191766",19,4,FALSE,0,4
"211766",21,2,TRUE,36,5
"231766",23,4,TRUE,18,5
"241766",24,3,FALSE,20,5
"251768",25,2,TRUE,50,9
"261773",26,5,FALSE,22,6
"271791",27,7,TRUE,22,6
"281904",28,2,FALSE,232,0
"291766",29,2,FALSE,0,6
"312012",31,9,TRUE,0,7
"321843",32,3,FALSE,0,7
"341764",34,1,TRUE,0,7
"351759",35,3,TRUE,200,9
"371741",37,7,TRUE,3000,8
"391628",39,2,TRUE,6850,8
"17481",1,27,FALSE,580,1
"33844",3,29,FALSE,508,1
"51767",5,44,TRUE,7025,9
"61767",6,37,TRUE,846,2
"81767",8,27,TRUE,258,2
"91767",9,21,TRUE,240,2
"112110",11,27,FALSE,700,3
"121895",12,62,FALSE,2516,0
"131782",13,22,FALSE,390,3
"141767",14,34,FALSE,660,3
"151767",15,40,TRUE,6800,9
"161767",16,36,FALSE,2380,4
"181767",18,28,FALSE,1610,4
"191767",19,47,FALSE,2304,4
"211767",21,41,FALSE,3268,5
"231767",23,32,FALSE,1204,5
"241767",24,34,FALSE,1340,5
"251769",25,46,TRUE,6500,9
"261774",26,33,TRUE,2068,6
"271792",27,31,TRUE,1122,6
"281905",28,43,FALSE,2290,0
"291767",29,30,TRUE,1272,6
"312013",31,34,TRUE,2496,7
"321844",32,59,TRUE,2860,7
"341765",34,28,TRUE,1260,7
"351760",35,3,TRUE,5400,9
"371742",37,29,TRUE,4480,8
"391629",39,33,TRUE,2200,8
"17482",1,7,FALSE,612,1
"33845",3,13,FALSE,2774,1
"51768",5,15,TRUE,2500,9
"61768",6,6,FALSE,24,2
"81768",8,9,FALSE,30,2
"91768",9,9,FALSE,72,2
"112111",11,16,FALSE,100,3
"121896",12,26,FALSE,1500,0
"131783",13,11,FALSE,100,3
"141768",14,9,FALSE,108,3
"151768",15,12,TRUE,2200,9
"161768",16,12,FALSE,588,4
"181768",18,14,FALSE,602,4
"191768",19,18,FALSE,544,4
"211768",21,11,TRUE,198,5
"231768",23,15,FALSE,306,5
"241768",24,14,TRUE,200,5
"251770",25,20,TRUE,3800,9
"261775",26,13,FALSE,242,6
"271793",27,14,FALSE,198,6
"281906",28,20,FALSE,858,0
"291768",29,8,FALSE,168,6
"312014",31,8,FALSE,390,7
"321845",32,10,FALSE,182,7
"341766",34,13,FALSE,224,7
"351761",35,3,TRUE,2400,9
"371743",37,11,TRUE,4175,8
"391630",39,11,TRUE,4400,8
"17483",1,2,FALSE,0,1
"33846",3,4,FALSE,12,1
"51769",5,14,FALSE,600,9
"61769",6,3,FALSE,12,2
"81769",8,3,FALSE,18,2
"91769",9,7,FALSE,104,2
"112112",11,5,FALSE,20,3
"121897",12,7,TRUE,420,0
"131784",13,4,FALSE,100,3
"141769",14,7,FALSE,84,3
"151769",15,4,FALSE,0,9
"161769",16,5,TRUE,84,4
"181769",18,4,TRUE,28,4
"191769",19,6,TRUE,1032,4
"211769",21,3,TRUE,893,5
"231769",23,3,TRUE,2100,5
"241769",24,10,TRUE,4860,5
"251771",25,4,FALSE,100,9
"261776",26,5,FALSE,66,6
"271794",27,3,TRUE,0,6
"281907",28,4,TRUE,200,0
"291769",29,6,FALSE,96,6
"312015",31,3,FALSE,208,7
"321846",32,5,FALSE,0,7
"341767",34,1,FALSE,56,7
"351762",35,3,FALSE,100,9
"371744",37,5,FALSE,35,8
"391631",39,5,FALSE,0,8
"17484",1,8,TRUE,224,1
"33847",3,3,TRUE,0,1
"51770",5,7,TRUE,350,9
"61770",6,6,TRUE,2600,2
"81770",8,12,TRUE,5380,2
"91770",9,11,TRUE,5350,2
"112113",11,8,TRUE,60,3
"121898",12,7,FALSE,254,0
"131785",13,4,TRUE,20,3
"141770",14,4,FALSE,0,3
"151770",15,8,TRUE,900,9
"161770",16,8,TRUE,112,4
"181770",18,6,FALSE,0,4
"191770",19,8,TRUE,112,4
"211770",21,10,FALSE,126,5
"231770",23,9,TRUE,198,5
"241770",24,12,FALSE,180,5
"251772",25,9,TRUE,1100,9
"261777",26,8,TRUE,572,6
"271795",27,6,TRUE,242,6
"281908",28,8,FALSE,340,0
"291770",29,12,TRUE,432,6
"312016",31,3,FALSE,182,7
"321847",32,8,FALSE,52,7
"341768",34,4,TRUE,84,7
"351763",35,1,TRUE,600,9
"371745",37,6,TRUE,210,8
"391632",39,8,TRUE,700,8
"17485",1,4,TRUE,500,1
"33848",3,6,FALSE,638,1
"51771",5,5,TRUE,25,9
"61771",6,6,FALSE,90,2
"81771",8,8,TRUE,24,2
"91771",9,2,FALSE,16,2
"112114",11,8,TRUE,2720,3
"121899",12,3,FALSE,70,0
"131786",13,6,TRUE,1445,3
"141771",14,2,TRUE,60,3
"151771",15,5,FALSE,100,9
"161771",16,7,FALSE,56,4
"181771",18,2,FALSE,0,4
"191771",19,4,TRUE,0,4
"211771",21,5,TRUE,3850,5
"231771",23,4,TRUE,2175,5
"241771",24,4,TRUE,3300,5
"251773",25,4,FALSE,0,9
"261778",26,7,TRUE,110,6
"271796",27,3,FALSE,0,6
"281909",28,8,FALSE,198,0
"291771",29,6,TRUE,72,6
"312017",31,4,FALSE,52,7
"321848",32,4,FALSE,26,7
"341769",34,4,FALSE,56,7
"351764",35,1,TRUE,200,9
"371746",37,4,FALSE,245,8
"391633",39,8,FALSE,0,8
"17486",1,6,TRUE,450,1
"33849",3,7,TRUE,372,1
"51772",5,13,FALSE,1325,9
"61772",6,5,FALSE,1656,2
"81772",8,8,TRUE,2224,2
"91772",9,13,TRUE,3214,2
"112115",11,9,FALSE,230,3
"121900",12,8,FALSE,340,0
"131787",13,1,FALSE,0,3
"141772",14,5,FALSE,552,3
"151772",15,14,FALSE,1500,9
"161772",16,11,TRUE,154,4
"181772",18,6,TRUE,70,4
"191772",19,8,TRUE,96,4
"211772",21,7,FALSE,36,5
"231772",23,6,FALSE,90,5
"241772",24,19,FALSE,240,5
"251774",25,8,TRUE,600,9
"261779",26,6,TRUE,88,6
"271797",27,9,TRUE,132,6
"281910",28,7,FALSE,450,0
"291772",29,8,TRUE,216,6
"312018",31,8,TRUE,520,7
"321849",32,7,TRUE,156,7
"341770",34,8,TRUE,56,7
"351765",35,3,FALSE,1000,9
"371747",37,5,TRUE,4135,8
"391634",39,5,TRUE,15200,8
"17487",1,4,FALSE,6,1
"33850",3,3,TRUE,4,1
"51773",5,6,FALSE,350,9
"61773",6,5,TRUE,30,2
"81773",8,8,FALSE,54,2
"91773",9,5,FALSE,48,2
"112116",11,3,FALSE,0,3
"121901",12,5,FALSE,60,0
"131788",13,7,FALSE,30,3
"141773",14,5,TRUE,36,3
"151773",15,7,TRUE,450,9
"161773",16,7,FALSE,3414,4
"181773",18,5,FALSE,1714,4
"191773",19,10,TRUE,2928,4
"211773",21,6,TRUE,1961,5
"231773",23,7,TRUE,4079,5
"241773",24,7,TRUE,1100,5
"251775",25,9,FALSE,900,9
"261780",26,5,FALSE,44,6
"271798",27,5,FALSE,44,6
"281911",28,4,FALSE,120,0
"291773",29,3,FALSE,24,6
"312019",31,8,TRUE,78,7
"321850",32,4,FALSE,78,7
"341771",34,1,FALSE,140,7
"351766",35,3,FALSE,0,9
"371748",37,6,FALSE,535,8
"391635",39,10,FALSE,0,8
"17488",1,20,FALSE,4750,1
"33851",3,32,FALSE,13234,1
"51774",5,40,FALSE,3000,9
"61774",6,29,FALSE,408,2
"81774",8,18,FALSE,210,2
"91774",9,30,FALSE,568,2
"112117",11,29,TRUE,480,3
"121902",12,43,TRUE,1440,0
"131789",13,26,TRUE,460,3
"141774",14,27,TRUE,600,3
"151774",15,35,FALSE,4600,9
"161774",16,39,TRUE,24468,4
"181774",18,33,TRUE,14440,4
"191774",19,39,TRUE,19100,4
"211774",21,35,TRUE,2970,5
"231774",23,39,TRUE,1404,5
"241774",24,25,TRUE,1040,5
"251776",25,38,FALSE,4700,9
"261781",26,37,TRUE,3212,6
"271799",27,32,TRUE,2948,6
"281912",28,51,TRUE,2658,0
"291774",29,28,TRUE,1176,6
"312020",31,25,TRUE,1482,7
"321851",32,30,TRUE,1144,7
"341772",34,37,TRUE,1568,7
"351767",35,1,FALSE,6150,9
"371749",37,21,FALSE,2275,8
"391636",39,35,FALSE,4200,8
"17489",1,18,TRUE,146,1
"33852",3,27,TRUE,192,1
"51775",5,20,TRUE,3150,9
"61775",6,27,TRUE,258,2
"81775",8,15,TRUE,126,2
"91775",9,29,TRUE,352,2
"112118",11,93,FALSE,1210,3
"121903",12,48,TRUE,1090,0
"131790",13,20,FALSE,920,3
"141775",14,28,FALSE,1044,3
"151775",15,26,TRUE,4200,9
"161775",16,27,FALSE,5200,4
"181775",18,33,FALSE,6200,4
"191775",19,42,FALSE,8472,4
"211775",21,41,TRUE,1260,5
"231775",23,31,TRUE,846,5
"241775",24,30,TRUE,960,5
"251777",25,32,TRUE,5200,9
"261782",26,34,TRUE,1144,6
"271800",27,29,TRUE,1100,6
"281913",28,48,TRUE,2172,0
"291775",29,36,TRUE,1440,6
"312021",31,32,TRUE,1274,7
"321852",32,29,TRUE,1404,7
"341773",34,29,TRUE,1232,7
"351768",35,4,TRUE,4950,9
"371750",37,27,TRUE,9000,8
"391637",39,33,TRUE,6850,8
"17490",1,6,TRUE,258,1
"33853",3,9,TRUE,1382,1
"51776",5,10,FALSE,1100,9
"61776",6,5,TRUE,2200,2
"81776",8,8,TRUE,2762,2
"91776",9,9,TRUE,4208,2
"112119",11,17,TRUE,100,3
"121904",12,6,TRUE,148,0
"131791",13,9,FALSE,50,3
"141776",14,9,TRUE,60,3
"151776",15,11,FALSE,1300,9
"161776",16,11,TRUE,182,4
"181776",18,7,TRUE,1062,4
"191776",19,5,TRUE,64,4
"211776",21,5,FALSE,36,5
"231776",23,6,FALSE,54,5
"241776",24,9,FALSE,100,5
"251778",25,13,FALSE,1800,9
"261783",26,10,TRUE,6047,6
"271801",27,5,TRUE,1152,6
"281914",28,8,FALSE,390,0
"291776",29,5,TRUE,850,6
"312022",31,13,TRUE,26,7
"321853",32,3,TRUE,338,7
"341774",34,10,TRUE,0,7
"351769",35,3,FALSE,1650,9
"371751",37,8,FALSE,35,8
"391638",39,6,FALSE,300,8
"17491",1,53,TRUE,1560,1
"33854",3,42,TRUE,2404,1
"51777",5,41,TRUE,7600,9
"61777",6,50,FALSE,660,2
"81777",8,61,FALSE,696,2
"91777",9,44,FALSE,776,2
"112120",11,166,TRUE,2000,3
"121905",12,55,FALSE,3586,0
"131792",13,52,TRUE,1020,3
"141777",14,64,TRUE,1392,3
"151777",15,55,TRUE,10550,9
"161777",16,55,TRUE,1484,4
"181777",18,69,TRUE,1862,4
"191777",19,52,TRUE,1536,4
"211777",21,70,FALSE,6210,5
"231777",23,55,FALSE,4860,5
"241777",24,60,FALSE,2280,5
"251779",25,61,TRUE,11800,9
"261784",26,60,FALSE,6380,6
"271802",27,60,FALSE,2574,6
"281915",28,59,FALSE,3870,0
"291777",29,54,FALSE,2544,6
"312023",31,61,FALSE,2574,7
"321854",32,60,FALSE,2704,7
"341775",34,48,FALSE,2072,7
"351770",35,22,TRUE,9300,9
"371752",37,50,TRUE,3220,8
"391639",39,45,TRUE,4900,8
"17492",1,36,FALSE,5600,1
"33855",3,34,FALSE,5940,1
"51778",5,38,TRUE,6800,9
"61778",6,39,FALSE,738,2
"81778",8,43,FALSE,948,2
"91778",9,41,FALSE,624,2
"112121",11,35,FALSE,4650,3
"121906",12,47,FALSE,2958,0
"131793",13,39,FALSE,1900,3
"141778",14,34,FALSE,1980,3
"151778",15,39,TRUE,6500,9
"161778",16,42,TRUE,1050,4
"181778",18,53,TRUE,1386,4
"191778",19,44,TRUE,1296,4
"211778",21,49,FALSE,1638,5
"231778",23,40,FALSE,1332,5
"241778",24,85,FALSE,2400,5
"251780",25,45,TRUE,8050,9
"261785",26,31,FALSE,1232,6
"271803",27,59,FALSE,2200,6
"281916",28,39,FALSE,2550,0
"291778",29,44,FALSE,1944,6
"312024",31,43,FALSE,1586,7
"321855",32,49,FALSE,1976,7
"341776",34,40,FALSE,1932,7
"351771",35,22,TRUE,7050,9
"371753",37,41,FALSE,2555,8
"391640",39,44,FALSE,4300,8
"17493",1,8,FALSE,40,1
"33856",3,2,FALSE,0,1
"51779",5,9,TRUE,200,9
"61779",6,9,TRUE,1932,2
"81779",8,6,TRUE,1106,2
"91779",9,5,TRUE,1216,2
"112122",11,8,TRUE,2730,3
"121907",12,6,FALSE,236,0
"131794",13,4,TRUE,770,3
"141779",14,6,TRUE,1800,3
"151779",15,2,FALSE,50,9
"161779",16,4,FALSE,0,4
"181779",18,5,TRUE,3414,4
"191779",19,8,FALSE,1416,4
"211779",21,6,FALSE,0,5
"231779",23,8,TRUE,36,5
"241779",24,4,TRUE,40,5
"251781",25,5,FALSE,0,9
"261786",26,7,FALSE,154,6
"271804",27,3,FALSE,418,6
"281917",28,9,FALSE,100,0
"291779",29,5,FALSE,288,6
"312025",31,6,FALSE,78,7
"321856",32,6,FALSE,0,7
"341777",34,3,FALSE,224,7
"351772",35,1,TRUE,150,9
"371754",37,5,FALSE,0,8
"391641",39,8,TRUE,100,8
"17494",1,16,FALSE,48,1
"33857",3,21,FALSE,124,1
"51780",5,28,FALSE,4825,9
"61780",6,29,TRUE,732,2
"81780",8,20,TRUE,222,2
"91780",9,27,TRUE,352,2
"112123",11,66,TRUE,900,3
"121908",12,37,TRUE,1610,0
"131795",13,28,TRUE,440,3
"141780",14,22,TRUE,444,3
"151780",15,38,FALSE,6500,9
"161780",16,38,TRUE,20350,4
"181780",18,35,TRUE,18700,4
"191780",19,38,TRUE,17948,4
"211780",21,36,FALSE,1440,5
"231780",23,30,FALSE,1044,5
"241780",24,60,FALSE,2900,5
"251782",25,35,FALSE,6200,9
"261787",26,37,TRUE,1408,6
"271805",27,25,TRUE,1012,6
"281918",28,25,TRUE,1310,0
"291780",29,30,TRUE,1296,6
"312026",31,25,TRUE,1586,7
"321857",32,43,TRUE,1092,7
"341778",34,24,TRUE,1540,7
"351773",35,7,FALSE,4000,9
"371755",37,30,FALSE,1225,8
"391642",39,25,FALSE,2950,8
"17495",1,1,FALSE,0,1
"33858",3,5,FALSE,244,1
"51781",5,10,TRUE,575,9
"61781",6,6,TRUE,1860,2
"81781",8,7,TRUE,2720,2
"91781",9,6,TRUE,2050,2
"112124",11,7,FALSE,810,3
"121909",12,10,TRUE,380,0
"131796",13,6,FALSE,1520,3
"141781",14,7,FALSE,1872,3
"151781",15,9,TRUE,450,9
"161781",16,7,FALSE,294,4
"181781",18,5,FALSE,14,4
"191781",19,11,FALSE,160,4
"211781",21,1,FALSE,0,5
"231781",23,9,FALSE,306,5
"241781",24,12,FALSE,220,5
"251783",25,7,FALSE,700,9
"261788",26,4,FALSE,0,6
"271806",27,9,FALSE,88,6
"281919",28,3,TRUE,90,0
"291781",29,10,FALSE,72,6
"312027",31,4,TRUE,1100,7
"321858",32,11,TRUE,52,7
"341779",34,7,TRUE,140,7
"351774",35,4,FALSE,400,9
"371756",37,9,FALSE,70,8
"391643",39,5,FALSE,200,8
"17496",1,2,FALSE,250,1
"33859",3,2,FALSE,908,1
"51782",5,2,FALSE,50,9
"61782",6,3,TRUE,550,2
"81782",8,6,TRUE,406,2
"91782",9,3,TRUE,2408,2
"112125",11,4,TRUE,20,3
"121910",12,2,TRUE,130,0
"131797",13,5,FALSE,0,3
"141782",14,5,TRUE,36,3
"151782",15,5,FALSE,250,9
"161782",16,1,TRUE,28,4
"181782",18,2,TRUE,56,4
"191782",19,3,FALSE,0,4
"211782",21,2,FALSE,18,5
"231782",23,3,FALSE,844,5
"241782",24,5,FALSE,20,5
"251784",25,6,FALSE,250,9
"261789",26,1,FALSE,0,6
"271807",27,7,TRUE,66,6
"281920",28,3,TRUE,0,0
"291782",29,4,TRUE,72,6
"312028",31,1,TRUE,26,7
"321859",32,3,FALSE,0,7
"341780",34,2,FALSE,0,7
"351775",35,3,FALSE,0,9
"371757",37,3,TRUE,1100,8
"281921",39,0,TRUE,2150,8
"17497",1,7,TRUE,1500,1
"33860",3,10,TRUE,4050,1
"51783",5,15,TRUE,2600,9
"61783",6,7,TRUE,12,2
"81783",8,9,TRUE,36,2
"91783",9,8,TRUE,40,2
"112126",11,23,TRUE,490,3
"121911",12,8,TRUE,376,0
"131798",13,14,TRUE,470,3
"141783",14,9,TRUE,396,3
"151783",15,7,TRUE,1000,9
"161783",16,8,TRUE,126,4
"181783",18,6,TRUE,168,4
"191783",19,15,TRUE,448,4
"211783",21,11,TRUE,5448,5
"231783",23,9,TRUE,844,5
"241783",24,15,TRUE,6040,5
"251785",25,10,TRUE,1600,9
"261790",26,8,TRUE,154,6
"271808",27,6,TRUE,44,6
"281922",28,12,TRUE,460,0
"291783",29,11,TRUE,192,6
"312029",31,8,TRUE,416,7
"321860",32,11,TRUE,286,7
"341781",34,11,TRUE,140,7
"351776",35,1,TRUE,2000,9
"371758",37,10,FALSE,105,8
"391644",39,12,FALSE,100,8
"17498",1,3,FALSE,90,1
"33861",3,2,FALSE,0,1
"51784",5,7,FALSE,250,9
"61784",6,5,TRUE,6,2
"81784",8,4,FALSE,12,2
"91784",9,3,TRUE,0,2
"112127",11,8,TRUE,40,3
"121912",12,4,FALSE,230,0
"131799",13,5,FALSE,0,3
"141784",14,1,FALSE,0,3
"151784",15,8,FALSE,400,9
"161784",16,12,TRUE,4876,4
"181784",18,7,TRUE,2100,4
"191784",19,6,TRUE,3600,4
"211784",21,7,TRUE,1840,5
"231784",23,6,TRUE,36,5
"241784",24,3,TRUE,40,5
"251786",25,4,FALSE,100,9
"261791",26,6,FALSE,0,6
"271809",27,3,TRUE,22,6
"281923",28,11,FALSE,398,0
"291784",29,4,TRUE,24,6
"312030",31,3,FALSE,182,7
"321861",32,3,FALSE,26,7
"341782",34,8,FALSE,224,7
"351777",35,1,FALSE,600,9
"371759",37,5,FALSE,0,8
"391645",39,7,TRUE,50,8
"17499",1,5,FALSE,8,1
"33862",3,3,FALSE,8,1
"51785",5,6,TRUE,450,9
"61785",6,7,TRUE,120,2
"81785",8,8,FALSE,84,2
"91785",9,7,TRUE,40,2
"112128",11,6,FALSE,200,3
"121913",12,10,FALSE,356,0
"131800",13,12,FALSE,1060,3
"141785",14,4,FALSE,120,3
"151785",15,12,TRUE,1250,9
"161785",16,7,TRUE,1928,4
"181785",18,10,TRUE,1956,4
"191785",19,6,TRUE,1032,4
"211785",21,9,FALSE,36,5
"231785",23,4,TRUE,18,5
"241785",24,12,TRUE,100,5
"251787",25,5,TRUE,0,9
"261792",26,9,FALSE,22,6
"271810",27,11,TRUE,132,6
"281924",28,9,FALSE,450,0
"291785",29,5,TRUE,96,6
"312031",31,7,TRUE,1152,7
"321862",32,7,TRUE,2190,7
"341783",34,9,TRUE,112,7
"351778",35,1,TRUE,800,9
"371760",37,6,TRUE,5400,8
"391646",39,6,TRUE,6250,8
"17500",1,5,TRUE,504,1
"33863",3,8,TRUE,2250,1
"51786",5,6,TRUE,600,9
"61786",6,8,TRUE,3306,2
"81786",8,5,TRUE,1770,2
"91786",9,6,TRUE,3000,2
"112129",11,13,FALSE,110,3
"121914",12,7,TRUE,226,0
"131801",13,6,TRUE,20,3
"141786",14,7,FALSE,36,3
"151786",15,8,TRUE,1200,9
"161786",16,8,FALSE,266,4
"181786",18,9,TRUE,126,4
"191786",19,9,TRUE,256,4
