"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five"
"14803",1,-37,0.23,5,86,2984,1,7,22,3,2
"14804",2,-259,0.05,4,38,1650,0,2,0,0,0
"14805",3,-178,0.13,3,34,1395,0,1,5,1,2
"14806",4,-145,0.18,1,6,0,0,0,4,0,3
"14807",5,1189,0.91,0,87,0,1,4,8,3,4
"14808",6,-433,0.85,2,11,0,1,1,9,2,2
"14809",1,-5,0.23,5,61,2570,0,3,21,2,2
"14810",2,-142,0.63,4,49,1238,1,4,12,1,1
"14811",3,-45,0.43,1,16,1380,0,0,8,2,0
"14812",4,-1005,0.93,2,20,207,0,0,6,0,2
"14813",5,-337,0.17,3,19,679,0,0,5,0,3
"14814",6,3387,0.35,0,55,2788,1,1,8,2,1
"14815",1,-792,0.67,5,93,2324,1,2,21,1,1
"14816",2,-92,0.73,2,29,560,0,1,9,2,3
"14817",3,-79,0.45,3,30,2694,1,0,8,1,2
"14818",4,-489,0.54,4,34,1400,0,1,10,2,2
"14819",5,1853,0.53,0,94,1919,0,3,9,3,3
"14820",6,-189,0.27,1,12,0,1,0,7,1,2
"14821",1,5272,0.65,0,55,5501,1,0,7,2,4
"14822",2,-394,0.67,3,33,0,0,1,8,0,0
"14823",3,-170,0.69,1,10,0,0,0,5,0,0
"14824",4,-937,0.62,5,57,2610,0,0,18,2,0
"14825",5,-35,0.39,2,23,15,0,6,5,1,4
"14826",6,-69,0.99,4,44,304,0,1,7,1,1
"14827",1,-791,0.66,3,16,209,0,0,10,1,2
"14828",2,266,0.48,0,58,1345,0,3,17,2,5
"14829",3,-126,0.61,4,22,1524,0,1,7,1,1
"14830",4,-311,0.49,5,69,3105,1,4,25,3,2
"14831",5,-274,0.54,1,14,-274,0,0,9,2,0
"14832",6,-824,0.88,2,15,0,0,0,5,1,1
"14833",1,-458,0.09,5,56,1734,0,3,9,0,0
"14834",2,3272,0.24,0,56,0,1,1,5,2,3
"14835",3,-382,0.59,1,12,0,0,1,12,1,1
"14836",4,-15,0.69,4,39,1977,0,2,8,1,3
"14837",5,-106,0.33,3,43,2073,1,0,9,1,2
"14838",6,-470,0.93,2,21,0,1,2,13,2,1
"14839",1,-62,0.77,2,11,0,0,0,8,0,1
"14840",2,-210,0.92,4,42,2455,1,0,9,1,1
"14841",3,-156,0.01,3,32,1500,0,1,0,0,0
"14842",4,-630,0.11,5,71,2104,0,3,9,2,2
"14843",5,-8,0.69,1,8,0,0,3,5,1,4
"14844",6,2778,0.27,0,73,0,0,4,11,2,2
"14845",1,-150,0.8,5,39,816,1,2,8,0,2
"14846",2,-420,0.19,2,15,0,0,1,2,0,0
"14847",3,-35,0.5,3,20,1015,0,0,6,0,4
"14848",4,5644,0.98,0,36,4196,0,0,7,3,4
"14849",5,-919,0.88,1,6,0,0,0,7,1,5
"14850",6,-1066,0.37,4,29,3383,0,0,18,1,3
"14851",1,-517,0.58,3,18,0,1,0,10,1,3
"14852",2,-1355,0.91,1,10,0,1,1,10,2,3
"14853",3,-454,0.83,4,35,2110,1,0,18,2,4
"14854",4,-434,0.36,5,53,349,0,0,26,5,5
"14855",5,-642,0.59,2,14,-642,0,0,7,0,0
"14856",6,1459,0.98,0,51,4814,1,2,18,2,1
"14857",1,-1220,0.04,5,32,1880,0,3,0,0,0
"14858",2,4363,0.43,0,31,4492,1,2,5,1,4
"14859",3,-1278,0.28,1,12,0,0,0,5,1,4
"14860",4,-1537,0.72,2,13,0,0,0,5,1,0
"14861",5,-26,0.34,4,15,79,0,0,8,1,4
"14862",6,-624,0.71,3,14,-624,0,1,9,0,2
"14863",1,-709,0.07,2,21,1350,0,1,0,0,0
"14864",2,-149,0.44,5,46,2983,0,3,15,2,1
"14865",3,-484,0.81,3,24,836,0,0,8,2,3
"14866",4,2468,0.77,0,43,2215,1,0,6,1,3
"14867",5,-716,0.23,4,33,1057,0,0,5,2,2
"14868",6,-106,0.41,1,14,-106,0,1,6,0,0
"14869",1,-274,0.06,1,37,1501,0,0,0,0,0
"14870",2,-327,0.26,3,32,0,0,10,6,1,3
"14871",3,-126,0.28,5,53,2161,1,3,16,1,0
"14872",4,-83,0.94,2,36,0,0,0,12,1,0
"14873",5,-203,0.69,4,44,1576,0,1,13,1,3
"14874",6,2673,0.17,0,49,2960,1,4,4,3,2
"14875",1,4696,0.69,0,38,5366,1,1,7,2,0
"14876",2,-133,0.37,5,34,1076,0,1,7,1,0
"14877",3,-274,0.23,3,19,1100,0,0,7,1,3
"14878",4,-288,0.73,2,18,1192,0,0,8,0,1
"14879",5,-16,0.83,1,11,0,0,0,6,0,4
"14880",6,-650,0.65,4,26,328,1,0,6,0,2
"14881",1,-70,0.08,4,49,1828,0,2,1,0,0
"14882",2,-678,0.39,1,7,0,0,0,6,0,2
"14883",3,5976,0.97,0,69,1757,1,1,6,2,0
"14884",4,-660,0.29,3,35,1858,0,1,13,1,2
"14885",5,-16,0.23,5,66,2770,1,0,16,2,1
"14886",6,-164,0.06,2,33,1844,0,0,0,0,0
"14887",1,-364,0.94,3,43,4067,0,0,15,2,1
"14888",2,-713,0.61,4,51,1367,1,1,27,3,4
"14889",3,1360,0.36,0,56,1343,1,2,14,2,2
"14890",4,-353,0.05,5,50,1730,0,0,1,0,0
"14891",5,-512,0.19,2,23,1198,0,2,4,1,1
"14892",6,-4,0.57,1,11,0,0,0,6,0,3
"14893",1,-492,0.41,1,11,0,0,0,9,1,0
"14894",2,-268,0.53,4,80,1604,0,0,22,1,1
"14895",3,-156,0.88,2,23,656,0,2,9,3,3
"14896",4,7310,0.07,0,76,2137,0,2,1,3,0
"14897",5,-153,0.51,5,85,2979,1,4,13,2,3
"14898",6,-419,0.5,3,27,0,1,1,9,0,1
"14899",1,-681,0.09,5,81,1631,0,1,11,0,0
"14900",2,-587,0,3,55,1650,0,3,0,0,0
"14901",3,2570,0.5,0,78,3698,1,2,12,4,1
"14902",4,-398,0.52,1,7,0,0,0,6,1,5
"14903",5,-91,0.24,2,29,1269,0,0,5,2,3
"14904",6,-365,0.34,4,65,0,0,0,14,1,0
"14905",1,2875,0.35,0,47,3390,1,0,7,5,2
"14906",2,-78,0,4,40,0,0,1,0,0,0
"14907",3,-358,0.19,3,31,1568,0,2,6,0,0
"14908",4,-150,0.57,1,14,-150,0,1,7,1,3
"14909",5,-411,0.18,5,44,1299,0,2,6,1,2
"14910",6,-330,0.07,2,24,1578,0,0,2,0,2
"14911",1,-882,0.04,4,47,1900,0,1,0,0,0
"14912",2,8720,0.19,0,59,2376,0,4,4,2,2
"14913",3,-50,0.02,2,38,1884,0,2,0,0,0
"14914",4,-936,0.03,5,57,0,0,0,1,0,0
"14915",5,-717,0.1,3,47,2103,0,3,7,0,0
"14916",6,-139,0.57,1,30,444,1,5,12,1,5
"14917",1,-742,0.59,5,46,2769,1,3,8,0,0
"14918",2,-143,0.67,3,36,2161,0,3,11,2,6
"14919",3,-22,0.86,1,7,0,0,0,7,1,4
"14920",4,-192,0.73,4,39,677,0,4,7,0,0
"14921",5,-1012,0.97,2,28,1671,0,0,9,2,0
"14922",6,2585,0.98,0,50,0,1,1,4,2,3
"14923",1,-111,0.33,5,59,2620,0,1,12,1,0
"14924",2,1627,0.39,0,58,3991,1,2,4,4,3
"14925",3,-563,0.11,4,39,2421,0,1,7,1,0
"14926",4,-184,0.51,2,27,1137,0,1,9,1,0
"14927",5,-1385,0.04,3,41,1686,0,3,0,0,0
"14928",6,-161,0.68,1,13,0,1,0,6,2,2
"14929",1,-454,0.32,4,67,3773,1,5,18,2,2
"14930",2,-138,0.99,2,26,0,1,1,8,0,0
"14931",3,-425,0.89,1,8,0,1,0,9,2,5
"14932",4,-88,0.24,3,38,0,0,2,11,3,4
"14933",5,-169,0.09,5,83,1623,0,2,6,1,0
"14934",6,4285,0.42,0,78,1530,0,5,10,2,2
"14935",1,-89,0.94,1,14,-89,0,0,3,1,3
"14936",2,-968,0.47,2,22,800,0,0,11,1,4
"14937",3,-148,0.79,4,41,1416,1,2,14,1,1
"14938",4,-322,0.83,0,48,4101,1,0,9,4,2
"14939",5,-658,0.09,6,48,1117,0,1,1,0,0
"14940",6,-501,0.33,3,31,1454,0,2,5,1,3
"14941",1,-98,0.95,3,17,1567,0,1,7,1,1
"14942",2,-304,0.81,5,24,3006,1,1,12,1,2
"14943",3,-43,0.98,4,19,917,0,0,3,0,0
"14944",4,-116,0.68,2,18,1125,0,0,6,1,2
"14945",5,2790,0.94,0,22,3301,1,0,5,2,4
"14946",6,-1346,0.34,1,8,0,0,0,6,2,2
"14947",1,-605,0.43,3,64,0,0,1,12,1,2
"14948",2,-564,0.27,5,79,1674,0,0,12,1,0
"14949",3,-23,0.33,1,17,851,0,1,7,1,2
"14950",4,-139,0.13,4,76,1750,0,1,6,1,1
"14951",5,-594,0.74,2,42,1122,1,0,15,1,5
"14952",6,8208,0.31,0,73,2019,1,3,14,2,2
"14953",1,-1530,0.12,4,28,1291,0,1,3,1,1
"14954",2,3657,0.84,0,51,0,1,2,11,1,1
"14955",3,-296,0.15,3,19,1639,0,0,3,1,2
"14956",4,-955,0.32,5,41,0,0,0,9,1,2
"14957",5,-710,0.75,1,12,0,0,0,9,1,5
"14958",6,-1635,0.64,2,16,-31,0,2,10,0,2
"14959",1,868,0.27,0,67,1604,1,1,7,4,3
"14960",2,-528,0.87,2,25,2648,0,2,12,1,1
"14961",3,-696,0.08,5,55,1224,0,3,3,1,0
"14962",4,-369,0.55,1,9,0,0,0,8,1,0
"14963",5,-914,0.32,3,26,2750,0,1,7,0,0
"14964",6,-83,0.98,4,37,2121,1,0,11,0,0
"14965",1,-316,0.54,5,77,1307,0,3,21,4,0
"14966",2,-978,0.07,4,35,0,0,0,1,0,0
"14967",3,-22,0.09,2,30,0,0,0,0,0,0
"14968",4,-393,0.32,3,29,2461,1,1,12,0,2
"14969",5,-15,0.95,1,14,-15,0,1,6,1,2
"14970",6,2007,0.17,0,80,2532,1,1,11,2,2
"14971",1,-1172,0.65,1,18,1253,1,0,11,1,0
"14972",2,-949,0.15,5,40,1325,0,1,9,1,4
"14973",3,3465,0.93,0,41,4078,1,1,5,3,3
"14974",4,-259,0.05,2,25,0,0,0,0,0,0
"14975",5,-651,0.73,4,35,2170,1,0,12,0,2
"14976",6,-1014,0.51,3,25,588,0,0,12,2,0
"14977",1,-881,0.44,5,38,0,0,2,4,0,2
"14978",2,-981,0.19,3,33,791,0,2,5,1,4
"14979",3,-1415,0.96,1,17,791,1,0,12,3,3
"14980",4,2952,0.9,0,39,3073,0,0,7,2,3
"14981",5,-324,0.97,2,28,1917,1,0,7,1,2
"14982",6,-1230,0.45,4,36,2785,1,0,13,3,0
"14983",1,-41,0.82,4,34,0,0,0,6,1,0
"14984",2,-25,1,1,10,0,0,0,9,0,2
"14985",3,-14,0.99,3,20,2793,1,0,15,2,0
"14986",4,-399,0.24,5,51,0,0,2,11,3,3
"14987",5,-296,0.63,2,16,578,0,1,5,1,0
"14988",6,1433,0.5,0,50,1856,1,0,5,2,0
"14989",1,4919,0.52,0,61,3143,1,2,5,2,4
"14990",2,-425,0.49,3,44,2877,0,0,10,2,1
"14991",3,-174,0.07,4,53,936,0,0,3,1,3
"14992",4,-285,0.66,1,7,0,0,0,6,0,3
"14993",5,-968,0.23,5,64,1733,0,0,10,1,0
"14994",6,-1758,0.17,2,33,1382,0,1,6,2,2
"14995",1,-237,0.51,3,33,1537,1,2,14,0,0
"14996",2,-62,0.5,2,19,542,0,0,5,1,5
"14997",3,-79,0.58,1,8,0,1,0,7,1,2
"14998",4,-94,0.03,5,46,1706,0,1,0,0,0
"14999",5,103,0.15,4,43,1646,0,0,8,1,0
"15000",6,5437,0.74,0,53,3436,1,1,5,2,2
"15001",1,876,0.5,0,37,4333,1,0,7,2,1
"15002",2,-797,0.51,1,13,0,0,1,8,1,0
"15003",3,-78,0.94,2,26,0,0,0,5,2,3
"15004",4,-539,0.55,4,34,846,0,0,12,1,6
"15005",5,-546,0.39,5,44,1992,1,1,14,2,4
"15006",6,-159,0.59,3,30,1615,0,1,8,0,2
"15007",1,-454,0.5,2,32,970,0,2,11,3,4
"15008",2,-266,0.32,1,21,970,0,1,7,1,0
"15009",3,-14,0.94,3,31,487,0,3,10,1,4
"15010",4,-172,0.65,4,32,1186,0,1,7,1,4
"15011",5,-493,0.58,5,39,639,0,2,12,2,3
"15012",6,4035,0.23,0,39,2654,1,0,3,2,3
"15013",1,2055,0.89,0,55,0,1,0,8,4,3
"15014",2,-327,0.92,1,18,0,0,0,8,1,5
"15015",3,-9,0.8,2,31,2917,1,0,15,2,0
"15016",4,-1042,0.02,5,55,1389,0,0,0,0,0
"15017",5,-107,0.27,4,56,1236,0,4,10,2,3
"15018",6,-432,0.01,3,54,377,0,1,0,0,0
"15019",1,-1237,0.03,4,67,1772,0,1,0,0,0
"15020",2,-372,0.48,5,61,873,0,4,16,1,3
"15021",3,-1008,0.96,2,21,2273,0,0,7,0,1
"15022",4,5054,0.75,0,64,3443,1,0,13,3,1
"15023",5,-243,0.94,1,14,-243,0,3,7,1,1
"15024",6,-554,0.34,3,22,1396,0,0,9,1,3
"15025",1,1905,0.61,0,42,2952,1,2,6,2,0
"15026",2,-177,0.3,2,12,0,1,0,7,0,3
"15027",3,-1157,0.86,4,31,2965,1,1,12,0,2
"15028",4,-1106,0.47,5,48,1656,0,0,10,1,0
"15029",5,-1880,0.54,1,8,0,1,0,9,2,4
"15030",6,-280,0.21,3,20,1491,0,1,5,1,0
"15031",1,-481,0.46,2,26,2259,0,0,6,2,3
"15032",2,-572,0.23,5,39,1930,0,3,12,0,2
"15033",3,-268,1,1,15,0,0,0,5,0,3
"15034",4,-648,0.02,4,39,1284,0,1,0,0,0
"15035",5,4162,0.27,0,42,2472,0,0,7,2,0
"15036",6,-402,0.7,3,25,1709,1,0,10,1,0
"15037",1,-327,0.08,3,27,1362,0,4,0,0,0
"15038",2,-701,0.77,1,18,419,0,0,13,1,4
"15039",3,-351,0.09,5,61,1548,0,4,3,1,0
"15040",4,6920,0.28,0,73,0,0,0,9,2,2
"15041",5,-117,0.61,4,48,2312,0,0,13,1,1
"15042",6,-777,0.83,2,25,905,1,0,7,1,3
"15043",1,-568,0.98,2,18,2194,1,0,12,1,2
"15044",2,-80,0.38,1,10,0,0,1,8,2,4
"15045",3,-284,0.68,5,72,3445,1,3,24,3,4
"15046",4,-58,0.46,4,47,1210,0,1,8,1,3
"15047",5,-112,0.06,3,45,1223,0,2,0,0,0
"15048",6,1157,0.34,0,77,0,1,0,16,1,1
"15049",1,1360,0.25,0,71,4190,1,0,15,2,2
"15050",2,-43,0.11,2,24,743,0,1,3,1,2
"15051",3,-1363,0.51,1,14,-1363,0,2,9,0,4
"15052",4,-332,0.05,4,62,0,0,0,0,0,0
"15053",5,-158,0.75,5,66,1542,0,0,15,3,0
"15054",6,-387,0.41,3,26,0,0,0,5,1,2
"15055",1,-613,0.38,5,32,1621,0,0,12,0,1
"15056",2,-17,0.98,3,21,663,1,0,9,1,2
"15057",3,-1302,0.93,4,31,0,0,5,6,1,0
"15058",4,5184,0.79,0,31,3352,1,0,8,1,0
"15059",5,-80,0.55,1,15,1852,0,0,8,1,0
"15060",6,-1103,0.31,2,14,-1103,0,1,4,0,4
"15061",1,-664,0.49,3,49,3586,1,0,12,1,2
"15062",2,-27,0.21,2,41,1376,0,0,5,2,2
"15063",3,3205,0.61,0,69,2928,1,1,4,3,0
"15064",4,-318,0.97,1,6,0,1,0,6,1,3
"15065",5,-364,0.05,4,52,1294,0,0,0,0,0
"15066",6,-701,0.17,5,69,933,0,3,5,1,2
"15067",1,-375,0.14,2,30,1900,0,1,8,2,0
"15068",2,4593,0.44,0,42,0,1,0,6,3,3
"15069",3,-865,0.87,4,37,1090,0,1,15,0,0
"15070",4,-12,0.1,5,38,2374,0,4,5,0,1
"15071",5,-787,0.54,1,9,0,1,1,9,1,4
"15072",6,-214,0.02,3,34,1788,0,2,0,0,0
"15073",1,-200,0.54,5,44,2677,1,2,13,1,2
"15074",2,-550,0.56,3,40,2521,0,1,11,1,0
"15075",3,-313,0.53,1,6,0,0,0,8,1,7
"15076",4,2463,0.2,0,52,2296,0,1,8,4,1
"15077",5,-182,0.34,4,44,1050,0,1,7,1,3
"15078",6,-50,0.94,2,37,0,0,2,8,2,2
"15079",1,4037,0.79,0,60,2774,1,0,5,2,3
"15080",2,-1000,0.45,2,21,0,0,0,11,1,3
"15081",3,-728,0.47,1,17,262,0,2,6,1,2
"15082",4,-1262,0,5,63,1856,0,0,0,0,0
"15083",5,-142,0.22,3,25,1336,0,0,8,0,1
"15084",6,-33,1,4,40,2070,0,1,13,1,1
"15085",1,-89,0.77,1,33,1884,0,3,16,3,2
"15086",2,-519,0.04,2,43,1819,0,1,0,0,0
"15087",3,-1221,0.64,5,116,1980,1,7,24,3,1
"15088",4,1449,0.2,0,120,1832,0,1,7,3,0
"15089",5,-360,0.12,4,43,2314,0,1,4,0,1
"15090",6,-231,0.95,3,43,0,0,0,3,0,2
"15091",1,1829,0.23,0,69,3263,0,0,9,3,2
"15092",2,-62,0.55,1,25,1218,0,1,13,2,4
"15093",3,-995,0.27,2,35,0,0,0,4,0,2
"15094",4,-577,0.42,3,28,1792,1,1,7,1,3
"15095",5,-187,0.04,5,71,1751,0,1,4,1,0
"15096",6,-544,0.09,4,28,1516,0,1,1,0,0
"15097",1,-40,0.86,4,56,0,0,0,16,3,0
"15098",2,-89,0.7,5,79,3615,1,0,25,3,2
"15099",3,3669,0.08,0,79,1369,0,5,2,3,0
"15100",4,-75,0.59,2,25,607,0,2,3,1,2
"15101",5,-1177,0.41,3,52,0,1,0,15,2,4
"15102",6,-309,0.31,1,24,1114,0,0,4,1,1
"15103",1,-276,0.33,5,45,0,0,0,15,1,2
"15104",2,-1280,0.36,2,28,89,0,0,6,2,3
"15105",3,-1197,0.4,3,26,1044,0,1,7,2,0
"15106",4,1563,0.68,0,44,3920,1,1,9,2,3
"15107",5,-41,0.39,4,32,0,0,0,5,1,0
"15108",6,-197,0.54,1,13,0,0,0,11,0,2
"15109",1,-382,0.37,1,13,0,0,0,7,0,4
"15110",2,5168,0.18,0,43,3267,1,0,3,2,0
"15111",3,-435,0.39,3,23,2582,0,1,12,0,3
"15112",4,-324,0.47,2,25,1397,0,0,7,0,5
"15113",5,-282,0.08,5,43,0,0,2,1,0,0
"15114",6,-249,0.05,4,35,0,0,0,0,0,0
"15115",1,5559,0.8,0,38,1760,1,0,9,1,3
"15116",2,-494,0.41,4,31,2472,1,3,14,2,0
"15117",3,-580,0.15,2,24,793,0,1,5,2,2
"15118",4,-4,0.01,5,33,1776,0,0,0,0,0
"15119",5,-215,0.47,1,16,1869,0,1,7,0,0
"15120",6,-741,0.36,3,22,443,0,0,10,3,5
"15121",1,-848,0.29,4,37,4591,1,0,16,2,1
"15122",2,-557,0.26,2,16,988,0,0,7,2,4
"15123",3,2282,0.65,0,44,3053,1,1,7,3,3
"15124",4,-716,0.38,5,42,405,0,1,13,1,0
"15125",5,-87,0.85,1,8,0,1,0,5,1,0
"15126",6,-438,0.27,3,14,-438,0,3,3,0,3
"15127",1,5911,0.94,0,39,4909,0,3,7,1,5
"15128",2,-192,0.56,3,18,734,0,0,6,2,0
"15129",3,-548,0.18,4,33,0,0,1,7,0,1
"15130",4,-326,0.14,2,16,901,0,1,6,0,0
"15131",5,-12,0.54,1,9,0,0,0,6,1,0
"15132",6,-994,0.37,5,45,2721,1,0,13,0,0
"15133",1,-606,0.05,3,31,1768,0,0,0,0,0
"15134",2,-630,0.63,5,48,1053,0,4,16,3,0
"15135",3,-349,0.17,2,31,0,0,1,9,1,1
"15136",4,6270,0.28,0,47,2323,1,4,7,1,0
"15137",5,-824,0.98,1,31,1620,1,4,6,1,0
"15138",6,-71,0.09,4,38,1130,0,3,3,1,0
"15139",1,3883,0.85,0,59,2596,1,2,7,3,2
"15140",2,-238,0.99,3,37,1985,0,3,13,0,4
"15141",3,-645,0.44,1,7,0,0,0,8,0,5
"15142",4,-88,0.06,4,46,0,0,2,0,0,0
"15143",5,-245,0.51,2,13,0,0,0,8,1,2
"15144",6,-205,0.98,5,59,3057,1,7,8,1,2
"15145",1,-267,0.59,2,12,0,0,1,9,1,5
"15146",2,-37,0.88,3,50,3261,1,0,13,1,1
"15147",3,-80,0.93,5,69,0,1,2,13,1,0
"15148",4,-336,0.17,4,64,0,0,5,6,1,2
"15149",5,5927,0.33,0,67,3176,1,4,6,3,3
"15150",6,-819,0.53,1,13,0,1,0,8,1,0
"15151",1,-936,0.83,3,31,1903,0,0,10,3,2
"15152",2,-648,0.89,2,28,886,0,5,3,1,2
"15153",3,-183,0.87,1,14,-183,0,0,7,1,0
"15154",4,1044,0.54,0,62,0,1,1,4,3,3
"15155",5,-146,0.27,4,40,2781,1,0,11,2,2
"15156",6,-89,0.67,5,48,1232,1,0,13,1,0
"15157",1,-162,0.79,1,13,0,0,1,8,0,3
"15158",2,-364,0.19,4,20,759,0,0,3,0,0
"15159",3,2471,0.6,0,32,4367,1,3,8,2,6
"15160",4,-661,0.55,5,32,2627,0,0,16,2,3
"15161",5,-96,0.21,2,16,1081,0,0,3,1,2
"15162",6,-383,0.77,3,15,982,1,2,7,2,2
"15163",1,-392,0.73,3,30,1491,1,2,8,2,3
"15164",2,223,0.94,0,52,0,1,0,9,4,0
"15165",3,-126,0.58,4,40,2004,0,4,13,1,0
"15166",4,-215,0.39,5,56,0,0,1,6,1,2
"15167",5,-251,0.68,1,8,0,0,1,5,0,3
"15168",6,-379,0.46,2,32,2489,0,0,6,0,2
"15169",1,-1267,0.57,5,39,2800,0,0,13,0,2
"15170",2,-185,0.56,2,29,1523,0,0,14,0,0
"15171",3,-191,0.02,4,38,1345,0,0,0,0,0
"15172",4,5719,0.26,0,40,0,1,2,9,2,3
"15173",5,-432,0.74,3,35,3225,0,1,7,1,1
"15174",6,-12,0.23,1,18,638,0,0,3,1,0
"15175",1,260,0.9,0,54,5989,1,4,11,4,3
"15176",2,-66,0.56,5,52,2941,1,1,21,2,2
"15177",3,-96,0.93,4,13,0,0,0,4,1,2
"15178",4,-578,0.81,2,13,0,1,0,8,1,3
"15179",5,-320,0.62,1,12,0,0,0,5,1,3
"15180",6,-41,0.84,3,11,0,0,0,3,1,2
"15181",1,-767,0.23,5,65,2561,0,1,11,1,0
"15182",2,1634,0.29,0,62,0,1,3,6,3,1
"15183",3,-243,0.39,1,12,0,0,0,9,2,0
"15184",4,-550,0.7,4,44,1516,0,3,8,2,0
"15185",5,-533,0.67,3,35,1022,0,1,9,1,1
"15186",6,-22,0.46,2,27,2126,1,3,8,1,2
"15187",1,-29,0.48,2,38,3170,1,2,8,1,1
"15188",2,-54,0.85,5,58,0,1,0,14,2,0
"15189",3,-211,0.17,3,36,880,0,1,4,1,2
"15190",4,-370,0.13,1,39,1416,0,1,4,1,2
"15191",5,-429,0.38,4,50,1385,1,1,16,0,3
"15192",6,7027,0.61,0,57,1261,1,2,5,2,4
"15193",1,-286,0.95,2,35,2008,1,1,7,1,1
"15194",2,2061,0.4,0,51,2949,1,1,3,3,5
"15195",3,-31,0.32,1,19,0,0,0,3,1,0
"15196",4,-212,0.84,3,40,2439,1,1,8,2,0
"15197",5,-587,0.51,5,59,458,1,1,15,2,3
"15198",6,-241,0.03,4,50,1630,0,1,0,0,0
"15199",1,-65,0.21,1,12,0,0,4,5,1,4
"15200",2,-1016,0.92,4,40,2278,0,3,15,1,2
"15201",3,-22,0.82,3,30,318,0,10,5,1,2
"15202",4,-823,0.53,2,27,1895,1,2,12,1,0
"15203",5,2050,0.19,0,48,2096,0,0,4,2,1
"15204",6,-52,0.4,5,56,0,0,2,14,1,0
"15205",1,-90,0.67,4,32,786,0,1,8,1,3
"15206",2,-96,0.7,2,19,1642,0,1,6,1,0
"15207",3,2600,0.74,0,48,0,0,0,5,3,1
"15208",4,-124,0.52,1,9,0,0,3,7,1,5
"15209",5,-220,0.05,3,17,770,0,1,0,0,0
"15210",6,-788,1,5,51,0,1,0,18,2,0
"15211",1,-89,0.14,4,40,2089,0,2,7,1,0
"15212",2,-219,0.16,3,31,1251,0,1,4,1,2
"15213",3,-282,0.97,1,31,1816,1,0,15,0,0
"15214",4,-155,0.52,5,152,1390,1,5,24,3,0
"15215",5,1260,0.32,0,159,2334,0,7,23,3,0
"15216",6,-999,0.73,2,35,871,1,2,10,1,4
"15217",1,1995,0.71,0,53,3526,1,1,10,3,0
"15218",2,-447,0.37,4,40,1796,1,2,7,2,1
"15219",3,-592,0.3,5,55,2426,0,4,12,0,0
"15220",4,-568,0.54,1,13,0,0,4,5,1,4
"15221",5,-525,0.25,2,25,0,0,1,3,1,2
"15222",6,-667,0.61,3,36,652,0,0,7,1,2
"15223",1,-685,0.59,5,57,3085,0,3,21,3,0
"15224",2,3321,0.27,0,67,0,1,1,14,1,3
"15225",3,-761,0.01,4,59,1687,0,0,0,0,0
"15226",4,-852,0.44,1,9,0,0,1,6,0,0
"15227",5,-46,0.22,2,27,1040,0,0,3,1,3
"15228",6,-137,0.56,3,23,0,0,1,8,0,2
"15229",1,-635,0.56,5,64,2729,1,4,23,2,0
"15230",2,-364,0.44,1,32,268,0,2,6,1,0
"15231",3,757,0.22,0,71,0,1,2,3,3,3
"15232",4,-1041,0.07,4,36,1786,0,7,2,0,0
"15233",5,-62,0.03,2,32,1578,0,4,0,0,0
"15234",6,-1052,0.99,3,37,2116,1,0,11,3,2
"15235",1,-112,0.14,3,55,1232,0,0,2,0,2
"15236",2,-274,0.1,4,61,1795,0,1,2,0,0
"15237",3,-59,0.62,2,34,1790,0,6,5,2,3
"15238",4,-882,0.79,5,93,0,0,5,20,1,1
"15239",5,-128,0.39,1,38,0,1,3,12,2,2
"15240",6,1282,0.71,0,85,1466,1,4,3,5,2
"15241",1,-432,0,2,28,0,0,0,0,0,0
"15242",2,-780,0.98,4,33,1786,0,0,10,0,0
"15243",3,-743,0.1,5,58,1808,0,3,4,1,1
"15244",4,-400,0.68,1,24,0,1,0,4,1,0
"15245",5,821,0.65,0,60,2814,1,3,6,4,3
"15246",6,-529,0.41,3,29,769,0,3,3,0,0
"15247",1,71,0.94,0,78,1931,1,7,9,4,3
"15248",2,-433,0.41,5,81,0,0,2,15,1,3
"15249",3,-34,0.73,4,32,0,1,2,6,1,3
"15250",4,-19,0.92,1,18,641,0,0,4,1,0
"15251",5,-377,0.23,2,24,1410,0,3,5,0,1
"15252",6,-65,0.15,3,31,1444,0,0,4,1,0
"15253",1,-102,0.29,2,21,1385,0,0,6,2,3
"15254",2,-1316,0.4,1,14,-1316,0,0,8,2,2
"15255",3,5035,0.89,0,56,4588,1,0,13,1,3
"15256",4,-1034,0.65,3,20,0,1,0,11,3,0
"15257",5,-870,0.34,4,20,1474,0,0,9,0,3
"15258",6,-135,0.27,5,63,2267,1,1,17,2,0
"15259",1,1219,0.95,0,69,2731,1,3,13,2,0
"15260",2,-470,0.28,3,41,1590,0,0,14,2,4
"15261",3,-1199,0.08,4,72,1806,0,2,4,1,0
"15262",4,-329,0.84,1,9,0,1,0,10,1,6
"15263",5,-292,0.64,5,64,1916,0,2,13,2,1
"15264",6,-1169,0.33,2,27,1552,1,0,14,1,0
"15265",1,-1088,0.39,5,35,0,0,2,5,2,0
"15266",2,-976,0.64,2,22,0,0,0,6,0,1
"15267",3,-703,0.69,4,23,3326,1,0,11,1,3
"15268",4,3210,0.6,0,34,1801,0,1,5,2,5
"15269",5,-502,0.29,3,26,1244,0,0,2,0,0
"15270",6,-1133,0.59,1,18,1262,0,1,8,1,2
"15271",1,3490,0.25,0,36,5083,1,0,7,2,1
"15272",2,-865,0.61,2,10,0,0,0,7,0,4
